TF	Number_of_ChIPexp	q_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
KANL3	2	6.599175506085587e-14	4.119650996660897e-05	1.5816470356849113e-06	1.5426398062022702e-29	7.514477899133571e-08	5.439641291676953e-30	5.163919696156397e-05	1.4033216919181828e-07	3.7228222722236135e-19	1.681519152093834e-26	1.0854965855219852e-05	0.2815303601020452	2.285190312526863e-12	7.34773369445585e-25	3.106072418957353e-13
HIF1A	2	3.707234119229497e-05	0.00018387340602388498	0.02280472590894788	6.394745290109885e-09	3.139212377899781e-06	1.4822952444456074e-11	0.002553444077904522	3.668352530495649e-09	0.007489519530311951	1.2250804512917343e-06	0.13123337889858744	0.00030358647820785635	5.81924200370661e-06	0.04350377076667485	0.008563310823331585
NELFA	4	0.00018385882069757255	0.07702114927156528	0.22073725618705348	1.0766057338062585e-07	0.0021193993354442615	4.860842102453183e-07	0.0030749256791328524	0.021192175909076846	0.008397016887995344	2.1693529994804613e-07	0.00268598859102958	0.006017993162976493	1.1354774626898973e-06	1.3683299208526668e-06	8.972745063966806e-06
THA11	1	0.0003213851416500353	1.0730519655091136e-05	0.29827465629098615	5.130927373646933e-10	0.004119300481009741	2.612403792395652e-09	0.013351621863976093	1.661290788888475e-05	3.183563529570498e-05	0.0001349415841589693	0.04907353021962661	0.2581702849596524	0.006294253293952223	0.0002649712254096525	0.3524754530681798
YAP1	2	0.003565449783921185	0.04284554302731326	0.12580651693166806	0.14718648438160412	0.0007311210397182321	0.4548767142077627	0.00752961220994321	0.13410856505216898	0.24938380187506506	8.005059204730683e-09	1.2820387422788531e-05	0.35893306281288023	0.0005398892300453627	1.1772088116078712e-05	0.0034491027434896543
DMAP1	2	6.616520091737925e-10	0.0010408423432028673	0.0008434874237432478	4.335904136130721e-22	2.045121060442012e-10	5.506475140684879e-22	5.491752001069323e-06	3.055528042128261e-05	2.0567949682910696e-15	1.6233853633148965e-14	0.07104798041741534	0.00043631707569892394	1.6110969046124196e-06	9.209952257647484e-11	2.7895628596981197e-12
MYC	45	8.603795487487951e-19	2.322830024462395e-09	0.00010205975387304856	2.742422049833107e-46	1.0981490354858117e-17	1.6714903873200433e-36	1.6159389402396403e-06	3.175937343073576e-17	8.050538647015427e-18	4.0812128436635663e-41	8.867548786077194e-07	0.22585944548528114	1.9401987048116672e-14	1.1240943055501624e-24	1.3857594059212857e-18
SMC5	4	4.8089688265301037e-11	0.008755117850054209	0.012019893184527878	5.3924100595168775e-31	3.181028853175107e-15	5.823915351559016e-20	0.005345729412114154	3.8514706129517515e-27	0.025473440664398522	1.1680778970358149e-23	0.39751800611337046	4.4135340851873205e-06	2.2320379130571028e-10	4.234037836602124e-07	0.03312887750127357
H2B1A	3	0.018622988581575347	3.202806872568663e-06	4.704455122943987e-10	0.30520189676762427	0.02754661909604087	0.33375276300338885	0.11666408421399929	0.4593038444290619	0.12392372793027312	0.49301964283160216	0.03420029526046894	0.20845918407490993	0.46521030067692304	0.07963880120676248	0.1650782740942624
NR5A2	2	0.0016846592470212815	0.06319124410307561	1.467244332863639e-05	0.01313626058150206	0.018880538471496004	9.185280475075842e-05	0.10323483361393139	0.16111193202165713	0.006074393707134053	0.01935341265919302	0.010901617948240752	4.790882108370713e-05	0.02221839282195562	0.004721075094037642	6.554757500046942e-10
FOXA2	9	4.3314200482713765e-14	2.9713034273081816e-07	0.006116290814652921	2.3714674898387185e-17	2.4737713017843832e-17	4.9321422392999785e-25	1.9149222116005546e-08	1.2143273266109887e-13	7.672723272942737e-07	3.4186524003416976e-31	1.635799664666512e-10	0.060585159151094095	1.8128495582949259e-09	7.140557382118136e-18	1.988360630570094e-27
EED	2	0.00010784394664077143	9.577060423705842e-07	0.02027551175190881	2.9717522907460272e-06	0.20687475770130043	1.3539099720274786e-05	0.3168793135290207	0.3846269377228842	0.013008703261694145	0.010414236527141938	2.664319406169167e-06	1.5364118837877636e-09	9.49322704395643e-06	4.931569015730471e-05	5.62780334710195e-09
TWST1	3	6.338052467383504e-05	0.004416327248400679	0.16942939067314572	0.013775797895540917	1.3386281576526954e-05	0.005084435230368361	0.47279315065676963	6.29311023901701e-05	0.35501175777995925	3.443416608972784e-06	8.786012148555806e-10	1.8802675668235893e-06	3.5563584015399806e-09	2.519017897102669e-10	0.00044698724937429946
CTNB1	8	1.503362159722796e-07	8.21664900070501e-07	0.16689105698984724	1.4527293261857052e-14	5.909819134924622e-09	8.427031960379699e-15	0.00040848427170499837	0.019831109701771273	1.0990008517768014e-07	3.3496609192217725e-15	0.00016854852252930138	0.05272060172100977	0.0006157268916599872	9.79574818903313e-10	1.8996648914221382e-09
NR1H2	4	0.0006048808125499872	0.0038227469957060993	0.13176407293913572	0.07123686526306892	0.4581802365796354	0.025860676242060166	2.1320014989620206e-21	0.13744957671654315	2.878785763660812e-09	0.13092980246279604	0.4458391682739532	0.00195777859776378	0.4545474003857949	0.07182065407052023	0.0006559558658911072
TBX3	5	2.6369328591001557e-15	0.2882819941162622	0.08509838440220016	5.105887564989617e-13	1.470436966089681e-15	3.9013174922943566e-08	0.1323850391153696	7.212996964534851e-13	0.00040693558140303854	4.1237426029986965e-48	4.403997344180433e-31	9.17946580786329e-06	6.906098308581819e-14	2.524576875407589e-32	9.684150644301805e-25
CARF	1	0.030464563842870086	0.006253889455266208	0.41181229868232416	0.12159493960449302	0.44683693907705807	0.21990145834657168	0.2122015337708709	0.17460065597209168	0.17254407308103992	3.2865112546447e-05	0.0193295699410276	0.035233507239569015	0.017419368541266415	0.0016392815937193485	0.004717302402627085
PITX2	1	2.1955830381220804e-08	0.01016358307698262	0.3346508302314102	5.392175180927288e-09	0.0003212484669726193	0.023422843861969585	0.005290982801910354	9.16362431993065e-06	3.431809992419575e-06	2.603834050813892e-20	1.0783228286040187e-12	0.0007243942946683918	1.1896660994043826e-10	6.843928608896059e-19	1.5908168025322912e-16
HELLS	2	8.45893430373494e-11	4.87369646408812e-08	3.0084292073869005e-06	0.4367169631436853	0.038475911572484464	0.0005795235037160153	5.918484091600373e-10	0.019323970761898502	3.826267205444216e-06	6.266564588003762e-38	9.90611003632694e-22	3.0938951279932256e-15	1.1388629035420776e-06	1.8016145490436327e-16	3.9003814767951737e-13
HSF1	6	0.007339655674995614	0.02695714546677774	0.006116290814652921	0.011440691820683321	0.3113983432932318	0.25697610818528543	2.4221921432228448e-05	0.09008476796561501	4.959907440070224e-06	3.2010480978150806e-07	0.01851527278844428	0.31184836059175824	0.25711940718716236	0.008288417511174376	0.2046116994368747
RING2	37	1.2432131795661129e-17	0.00025137587527147495	0.07803004071314122	1.2641605047321706e-05	4.8658654293316466e-08	0.3712355868239374	6.017871074959451e-06	7.65495382956323e-06	1.8186341343952616e-06	5.18359721772799e-47	2.0331434103045296e-41	3.722560777600944e-16	1.1728824266011698e-25	3.2701696419861124e-40	3.731165574685395e-37
DNM3A	7	2.940406145538465e-09	0.3593074747265631	6.342711859502676e-11	2.197313921738649e-07	1.00661450962535e-09	0.1461413365981107	7.773218762546706e-07	5.4854079903962495e-11	0.07372270276655506	1.9980807439258145e-22	8.472769908410578e-25	4.792112785161141e-06	0.0014353094702136272	3.5145556843987357e-09	3.8110124819103903e-13
CBX5	3	0.004214300791530824	0.09030945019195087	9.058017146414631e-05	0.1094945522527914	4.469770275247951e-07	0.48319472848457895	0.017876849525950568	0.0030471171086962055	0.02149613322161427	0.10206974164039065	1.6444407074194652e-07	0.010921183520102306	0.4328294663552309	0.013203019293987069	0.002348960343087705
ANDR	14	4.1642287513043875e-15	0.01687734282632	6.47704600269851e-18	0.31556207360936517	1.5252665047594051e-18	8.72175128368406e-10	1.6030462318178485e-10	6.058120266875616e-29	5.103894908568047e-05	2.8153638678971867e-23	4.554745065441257e-16	0.009753611992311473	9.786884799059039e-12	1.0368198625036234e-24	1.6333200103428e-38
TDG	1	6.346760206174093e-12	0.004489920245905004	0.2843141874232591	1.9431451389918737e-10	2.6630621854251393e-11	1.1210177009779457e-07	0.07838573177410955	3.731667875984616e-08	1.8863998562234523e-05	9.426350965564612e-33	8.377329869631046e-21	3.5773874818254057e-06	8.223854847143068e-12	9.015190726897556e-26	2.0107300463385616e-20
P63	1	0.05279637408354296	0.10044043949826932	0.13106707767068446	0.3682509998806176	0.02878685641937868	3.7318493846332627e-05	0.0018536006822711607	0.3561933879122205	0.00996056049766705	0.03848812439435102	0.25838245216827216	0.457907397277846	0.32502136471536314	0.28353684481829144	0.09097419313959638
E2F1	2	2.3502127634892845e-12	6.377704682972957e-09	0.38934676381160876	1.2750330154200893e-42	5.3364105136324405e-20	2.2083063814960266e-38	0.001026923871716472	1.6637349950589035e-20	0.00960453242912045	5.826314102987757e-09	0.013980609293886014	4.704871528879915e-15	0.00013802279250438638	0.012564109367071736	0.38549669083234067
RFX1	1	7.571027940638325e-13	0.2159696610676928	0.2816653068342166	2.5709518728842422e-11	4.2685092047874135e-06	0.02221096817702306	2.7711580562416324e-07	7.738785508057053e-05	7.314223988393246e-15	6.855878408155498e-34	1.5273637577250136e-20	2.755944508682483e-10	3.1094018200207504e-16	4.356851478497264e-26	2.236022136950956e-23
HSF2	3	0.0007333891758022695	0.3615724584696203	0.024621719799612155	0.04428518464767333	0.00013964574169489144	7.249777043352664e-12	0.01022469599394903	0.004811981679280986	0.09040802288905962	0.008874449613584948	0.01819562475103215	0.3494016563087439	1.2075081552377225e-06	2.6563081651521616e-06	4.0529866897229895e-05
FEZF2	1	1.231657329142405e-14	0.10987083930047252	0.0019156038850279213	2.957747128204264e-23	4.024798301974658e-09	4.841951069893932e-16	0.0021419736602476033	7.041245317316678e-08	6.703459991459816e-10	6.366719719012569e-32	8.361053616373156e-16	1.821158468394359e-05	2.614642771802846e-20	3.134151176428345e-28	1.897253769283509e-28
NR6A1	1	7.333560973069672e-07	0.004075994434683492	0.006279501943150784	7.3859446374204645e-06	8.575891997121735e-06	0.02080102150350744	0.41291718578903275	3.312649408605359e-13	0.3062932607491388	1.3260167088876543e-16	2.323149606344528e-07	0.16380435411510602	2.3801916089111813e-08	7.79823663820559e-14	9.834314288003614e-13
CLOCK	4	0.0001676106943343992	0.4350669310262194	0.0007347057228038305	2.8709025782765224e-05	6.218454025219195e-05	0.46777699451252075	4.770022665448169e-18	0.016683320032468994	1.7310384163600156e-10	0.011222519588235148	0.0005770750199219883	0.15635606667854485	0.004664101671333174	0.03429830063834902	0.023186077738426195
GRIP1	2	1.8516391928943055e-07	0.0071526982779858955	0.039729220452719344	1.7367929938300309e-25	0.0007311210397182321	9.578968156166067e-13	0.0009938090912407255	2.4598720715801117e-21	0.19398730273446252	0.19344789531417697	7.48474606491413e-07	1.1140706528818549e-15	0.1796318153537347	0.06869837607186445	0.0017067926028643838
MYOG	3	1.0763223822141313e-13	0.28650180261702174	0.007915803575940374	0.15037613291088697	2.6302192818432884e-10	0.006935510545779613	0.3954609632769112	5.337996074444087e-05	0.46789226727325267	9.394713834554492e-33	2.6563139443782924e-47	1.881773806087517e-09	1.7036003860596582e-22	5.574897750176513e-19	1.021783245640226e-34
IRF7	4	2.35745807085761e-14	0.0033485320202403107	0.20215820932980685	2.640678369347419e-47	6.622541347418154e-11	4.498476155966552e-32	0.015096254053577866	7.997539235487901e-34	0.10785647361995304	0.00027098851336061205	4.0327294439592126e-14	1.7014903823984842e-35	0.4142845125571764	0.24554893139676787	1.2484645859892815e-11
PRDM4	1	0.029268905789800303	0.23959529910449032	0.39782003916597847	0.00022677300277950405	0.04422350032018809	0.2034056774434965	0.014365829354994657	0.10886625334081164	0.043706153196359045	0.0036893784785202153	0.12983578382301544	0.12326593823125791	0.13340578556193525	0.0028924356898553092	0.0011182082450433444
PITX1	1	0.0004944887198555912	0.02443768707283171	0.03222779983839576	0.3538729945379903	1.9650442993951912e-05	0.0515700225064998	3.160799183917928e-06	0.07369366658130204	0.012495257808599046	1.0327349060119446e-10	8.079458839749816e-10	0.33270901864933516	0.0003419777539787605	2.1678373649040475e-05	0.3089221549375514
UBP16	4	0.00882548556408813	0.0035658883082355154	0.3098083153315517	5.951419733990713e-06	0.37315841594083904	7.690179081678631e-05	0.004389191075151461	0.08104037421355172	0.0008428432847187231	0.00026615506085989906	0.4183730660621619	0.04850484077823262	0.09506300569911151	0.04350377076667485	0.013764952410916808
TBX21	4	2.1780333202472827e-08	0.06556601476700791	0.024871937927944465	6.075350470100409e-33	1.724297131059654e-08	5.340349727535202e-10	0.33489108985351096	1.016901125495677e-18	0.0024587874547657815	4.225726858359799e-12	0.0020938819143399203	7.207033556351507e-09	9.04722695965537e-09	0.12762830007676249	0.0009611380884167704
NELFE	2	2.3621528432575198e-14	2.400468405283558e-06	0.03778264830723546	1.7429386290805677e-35	3.246256276711264e-14	1.7379022619649234e-31	0.28567540090506227	4.6180741918909934e-26	3.1770047879768703e-06	2.1777580043243635e-32	0.000622331104032088	0.16993163788178842	3.638067785435698e-13	7.872059125093721e-18	6.829944474310779e-09
DMRTB	1	0.008563259245360421	0.35302366564849774	5.676847161653191e-06	5.573555212318789e-07	0.489825060055001	0.006378259716040075	0.3419216720372639	0.013252985345170587	0.010300626534118043	0.010358788447221122	0.024180959754671532	0.000417120069850424	0.02260218745990074	0.19687533719584768	0.15054675556162567
CTR9	1	2.402531728486347e-09	0.039745934795242396	0.09625395159791728	3.3359007162493827e-09	6.820664297184928e-08	5.570537954680806e-07	0.013171849341632022	6.747037954891256e-11	0.15952715181569108	2.778740041313748e-23	1.424777188840314e-13	1.4241873867929519e-05	4.61956035115615e-12	2.6974871071621495e-17	4.41980473141592e-16
FOXO1	9	1.7142752539071373e-11	0.33806663447055957	0.025471740521056913	2.80073347874978e-13	6.698523336083276e-13	3.1445677570744943e-08	0.006745183627213588	3.06436147746188e-29	0.002949477898438048	7.286365529545066e-39	1.1737122967908318e-05	0.10357478520020899	1.1617784369581302e-23	3.1059819237246805e-16	0.19121732318432466
NCOR2	4	2.591604161410025e-08	2.2271278567774973e-10	0.047763781057851895	8.701564524849254e-21	9.498621030142302e-09	4.929067850777917e-17	0.004701420691697045	3.137069171845337e-21	0.0011152196038849119	1.4805212429481785e-07	0.2514815848241625	0.007158843595805566	2.419996912769653e-06	0.00023406903491038765	5.728734864715062e-07
MBD1	9	1.1599815681052128e-07	0.4693425914995746	7.2821137787472e-05	0.280876540073077	0.0047954428512345	0.3845866793637748	0.4850528606816296	0.0003818723111746601	0.11412556554132626	4.2046269330144465e-20	2.611494252433366e-22	4.166119461884924e-10	7.1455300509908295e-06	6.327982321430793e-14	1.0315522611122191e-16
AFF4	4	0.0062074354840796	0.2752175651075015	0.22073725618705348	0.1684449173799999	0.4767209774215735	0.009045403855923322	7.802632908848683e-06	0.016683320032468994	4.732753850650932e-15	0.10748778898590791	0.06333461082983441	0.43304303469711714	0.07644397159156824	0.12880987267879562	0.15981142295068554
MEF2D	6	1.1278625340880242e-09	9.408618954837041e-05	0.3275073110471699	0.0018937632109508314	0.020195459435305523	7.774940056074504e-12	0.003336712472393567	0.015067100704964606	0.0011927984274470917	1.349416254290661e-26	4.403997344180433e-31	0.0011917443461322405	1.515456889104343e-14	8.721215115162382e-14	1.047974795224004e-12
MAFF	1	0.00599229310350373	0.0005298718983548742	0.01858791879820582	1.0679884046417673e-12	0.49261208219873587	0.026207877496180535	0.07335788870083255	0.020606088431063294	0.3358969728303349	0.1077951712396751	0.1253993763336156	0.08033389906306475	1.6882282743603743e-05	0.25089611613218066	0.24267803021131434
EGR1	2	1.5467019974178608e-05	1.1082129097308234e-05	0.0004790038785210579	7.460752933918929e-09	5.491784486710416e-08	9.705044425815586e-14	0.003292482716810613	8.771482185409519e-16	0.013494786910660389	0.3102061034132282	0.0001148160503319612	4.979767098496595e-06	0.1434115029092748	0.4321300792313799	0.4959229013223815
RFA2	4	7.30160920632118e-07	0.00028584097785164345	8.026472795175499e-05	2.5909854197271723e-14	1.6088474359594108e-05	8.628633211163531e-07	0.017057931483364906	1.814748078377938e-11	0.08871751933284769	0.06831616036865652	1.2467262435365932e-10	4.1500770887493814e-16	0.27951397566891967	0.054059765181600716	1.0113666457465961e-12
EOMES	2	0.022267652221467343	0.1250535133579374	0.18760634462497375	0.0004666508559377316	0.00014130064488951643	0.000978848911157676	0.3143018371915584	0.16327765893542753	0.007284350976297132	0.018741897706016555	0.07708028172585249	0.4182599090028047	0.004936296266356358	0.019420981404452402	0.2247536189446773
DMC1	14	1.0635739734353566e-05	0.04574682600230342	3.09015145738016e-17	2.360043481297187e-05	0.49708944618177064	0.16413319862613784	4.508913526534953e-12	0.024911852865386868	5.423364628664839e-15	1.767571267818241e-10	0.08912384936849886	0.4064162738286031	0.015581766684904085	7.176332934516847e-05	0.0199640260450214
PPARD	1	0.0009091181377416934	0.11288383353068997	0.37865085268417203	0.09729608669972471	1.0751031893925255e-07	0.0001101905910095746	0.4191315063663889	0.0014046658606410394	0.08581825600336691	3.0735271070891863e-06	8.14116299689602e-07	0.15678801955541463	0.01628003340739914	4.4637202053584445e-06	3.7122066214228604e-06
PWP1	1	0.07498777236873977	0.0009842802843307444	0.48458490197346443	0.01613395988181241	0.03357931191396924	0.19010165771335547	0.0006974919565268995	0.07910479346450655	0.28050232452937796	0.32785563619883373	0.11982508492209043	0.21327998122249123	0.19337735498124162	0.44639416405177434	0.32329271069760696
ASXL1	1	0.0003807377316411485	3.0410432862681292e-05	0.4413797174839787	4.3104395907107404e-13	4.645549758700024e-06	1.5145327877521244e-07	0.06514921904391961	3.605999430571335e-08	0.061454334951546535	0.0006004154121185984	0.4930381032867354	0.22705050780823052	0.019461190133914362	0.00919755817860341	0.19024199743066872
SMRC2	2	6.447845575997821e-07	0.19195028636859754	0.23427685143483193	0.004635207635013493	4.90117204008859e-07	0.4416876785496786	0.006933015581553516	0.006563841313078205	0.002021316860647481	2.3672495441709453e-22	3.619105945334147e-18	0.006922494441130494	1.5995339050627537e-07	5.151348212214125e-13	1.0584376019976308e-09
PRDM5	2	0.0004539501320274996	0.011363709946553639	0.4902837334268731	0.045373881612704954	0.015455114222010636	0.14667666897767848	0.4943532631544134	0.0507747533361236	0.0001568805112618935	1.485538122792867e-09	2.6701575724646255e-09	0.007960988927116046	6.788904796756252e-06	6.058721735203212e-07	5.383746195129165e-05
ERR1	1	0.002698175543587495	0.014403864110180825	0.07064675855972964	0.2817903096586573	0.016629266506421353	2.0760221860445407e-06	0.019419842091292095	0.008784409158518434	0.24959010808859064	8.316204906303909e-05	0.001845792211399131	0.02118141700456663	0.078826162523834	3.896878933104157e-06	2.5748059781236035e-06
MAZ	2	3.1795875774253855e-11	0.28389129462848733	0.4828787637363832	7.264296557613775e-23	7.428112984607009e-07	3.2953384878819445e-09	0.2263338152370838	7.516026358870402e-29	0.044931266138842275	3.144355973900451e-32	2.1269074270255095e-06	0.0891844467059829	2.94691942667766e-21	8.063872908697442e-14	4.087530949503191e-08
REST	10	9.09794422085704e-10	0.2383899362822233	0.0030159106539754694	0.04102058222895569	0.22803265523719046	0.08645086704660232	4.3711018456800204e-17	0.006614710545078349	8.32435353337119e-11	5.169319855060963e-15	2.6306266953706993e-23	1.0361037556823684e-19	5.5638498559368185e-06	3.3964838127822696e-12	7.144602277107382e-20
NPAS4	1	0.01791576529375002	0.07682186174064007	0.3123942865078366	0.12685808027536152	0.02277451852011185	0.024737151104327722	0.22949650128834753	0.006268383454765705	0.395973236981373	0.002184861402296731	0.0070430113379792835	0.1846364012051784	0.053736069685200394	9.398148138067475e-05	2.503715160831439e-05
KAT2A	5	5.5366946246643884e-14	0.0009527353891351565	0.3286475260784193	1.2817123149166243e-41	3.6359605031041177e-13	1.4248738081242456e-31	0.004413515950624479	3.5232466726397704e-22	6.192091295375664e-13	4.249332542005343e-28	0.0005968342813121707	0.0739632733901816	1.6883167806463576e-10	1.8843706228380835e-16	2.1293313157888206e-05
TET1	10	1.2928825526015789e-18	0.38644242549852015	0.012019893184527878	6.394745290109885e-09	3.1383742731482806e-07	0.0022330062226912245	0.0005881439885085532	2.8533415619063005e-11	2.6395694899595342e-05	2.624279930377975e-46	2.38475963492767e-42	2.9055924367603263e-16	4.049790204607628e-20	5.255384379188926e-44	1.0217078157271291e-47
MEN1	3	4.807454374926101e-10	0.026898893985433044	2.9353762386356155e-07	1.1545763321178484e-32	1.8225333087345792e-08	2.268976059613062e-16	0.05175066949387336	9.547859057668339e-14	0.00033040498544631024	8.856756705213151e-21	0.0005974091049222835	0.2906074446227899	0.00023256364768201208	1.7061318013444957e-10	9.380152553440395e-13
AP2A	4	1.8862166015696504e-20	0.002722590432435662	0.15705548216929185	1.8936596157692785e-29	5.628692657984456e-20	2.452103542025977e-17	0.00011583121285514162	1.0123727906081954e-25	1.33179566695404e-06	8.46904087013318e-51	1.6855667550643288e-21	6.273944381565974e-05	1.2256028784775874e-21	2.632539393039036e-37	1.4307015346664364e-41
WT1	3	0.0	0.48980398142480464	0.13460935571052196	2.8893832561188975e-26	2.6553563812320356e-08	0.0008785884906847654	0.008539778785301468	1.2514488239832647e-13	3.2763230439201864e-09	6.812588911343291e-50	1.105260282941084e-41	1.359437370228767e-21	9.290770035474112e-46	2.979965399048071e-59	1.2542881109741452e-60
EZH2	38	1.350503067882871e-18	1.1941618600414427e-10	0.24918648014846345	4.327839726864615e-05	0.09329560886518087	5.340349727535202e-10	0.0017136560925869173	0.014730124595781678	0.44092335566308943	2.672406212222939e-36	1.3538005455147655e-57	3.700126974750149e-37	1.2431597393679471e-18	1.5416347525642258e-36	3.664147101544655e-38
STA5A	22	9.449587334414935e-09	0.00010477949401913386	0.34463186889543357	2.0497328101638595e-36	2.1540740999913153e-06	6.46843985086431e-20	0.12199184273926873	1.506881643778606e-22	0.1234234113578957	0.022271435815808083	1.870091622659062e-07	1.6298616414885881e-13	0.3642331185403216	0.11867663561800855	0.06592902579889559
MDS1	1	5.687230315819973e-05	1.0690032796146715e-06	0.001373804738628511	2.8260831175137707e-07	0.017765609903101998	9.15358291447056e-06	0.03806777302536722	1.449954639884727e-15	0.3880307761393522	0.002702613241611457	7.651254332718003e-06	1.0356704984132698e-05	0.056790466385886904	0.4958810548114599	4.2479759777100005e-07
KLF4	13	3.650419192371691e-22	0.2817417303884547	0.001211272411124067	1.790101681811589e-29	2.4327873813272244e-11	2.0576012234392685e-05	0.05260498883399491	2.3227157126803423e-12	8.826376928487783e-10	1.3606656094988748e-61	2.5518598362343597e-43	2.439314498534418e-08	1.9624440014342157e-28	2.5963381630976908e-46	5.2423047897584765e-47
HDAC1	6	1.083466392608785e-21	0.2879391996220658	0.06042800332370254	9.117100310677817e-24	1.3039932134211153e-13	0.0004546224047904749	1.2841416107718836e-05	1.6712269577243625e-07	1.6322695710609826e-11	9.200602871367414e-54	2.38475963492767e-42	5.6246971214692406e-12	4.896755777168787e-31	8.148522637213993e-47	1.8936804427493265e-48
PER2	1	0.0005118923878109752	0.17964124550569885	0.46253255424984574	0.30461601729126253	0.06135305683093514	6.820927901835566e-07	4.969293755368657e-05	0.010689735115551635	0.001276854198871813	0.0016003232957200293	0.06782792559211265	0.00195777859776378	0.0029316820522773787	1.7030527047108154e-05	1.112737994425413e-14
SOX2	26	3.2799841841931914e-14	0.07892090565973202	0.0007113442129197437	3.0152835661325905e-14	3.848338487046776e-08	2.183613736232736e-06	1.993924062399073e-09	4.80413381259781e-05	2.2453924203893e-16	2.2247110569025795e-40	7.810037860575231e-23	0.001493451306576103	5.283611678313606e-19	5.6124340842430124e-24	7.084993593398236e-24
PSB1	2	0.12293923455656543	0.23409992881891967	0.4768797471531171	0.017602090626658816	0.1101289133486595	0.0667432234953856	0.21044839525343925	0.007619222270420718	0.41558577931508006	0.07410143535805572	0.3755128534700527	0.31842578560203305	0.4312477624188972	0.015857386644329067	0.3089221549375514
PRD16	2	0.029575513663663247	0.3900990193682435	0.05706202416635808	0.4134900741474357	0.4755529064629411	0.17795051430638983	0.3749314354292648	0.031401946806021805	0.07638357786392984	0.00439350334106626	0.0004295486903716589	0.027988713980102164	0.003873019291301365	0.0003655349351420396	0.00747951879019529
AHR	8	0.018046015206340006	0.011328780074944252	0.01166954742280037	7.969361651988154e-05	0.0014758226187525393	0.02466300980520996	0.12718502174783725	0.06534500964939156	0.01933874353152054	0.47452106728106713	0.30458403334025563	0.0005756913844536006	0.31086691127980093	0.011475904591799774	0.021232791509153623
CREM	1	9.612397965457732e-09	0.4078571829991254	0.26990549359024474	8.727022979502376e-07	0.004057988953426222	0.002971618904325876	1.5709878981143407e-16	0.021072864187442208	1.2466498540349953e-19	1.919577983893248e-20	7.644147252201645e-06	0.009184561059141678	2.0235526921128393e-08	5.02945610333301e-16	8.76768260191292e-15
