TF	Number_of_ChIPexp	p_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
HDAC1	6	1.03375662431e-22	0.245466606185	0.0340808695535	1.87879507487e-24	1.58402646316e-14	0.000244569102794	2.59056767466e-06	6.88792021622e-08	2.30146468805e-12	1.99579237991e-55	6.20761727096e-44	6.34456074439e-13	3.18660896562e-33	8.83787704687e-49	2.87543668096e-50
PER2	1	0.000297450880739	0.138335449359	0.443469390409	0.282149760051	0.0463142381283	2.94439187086e-07	1.16417294052e-05	0.00732745400545	0.000639811973838	0.00120111032607	0.0548802955442	0.000875357621004	0.00204772585864	9.78978235897e-06	2.84822306599e-15
SOX2	26	6.21528384127e-15	0.0494753616826	0.000148132417441	1.03343775152e-14	1.11860598105e-08	9.6154791422e-07	1.38406876349e-10	2.44896192182e-05	1.16896785443e-17	2.17162684513e-41	7.79309634678e-24	0.000644678546656	4.81370261365e-20	8.64387895838e-25	8.76018730637e-25
PSB1	2	0.104303023692	0.191443976496	0.462397498866	0.0135547552548	0.0893453657102	0.0531339761883	0.163428471802	0.00502438952323	0.400260490273	0.0657429220422	0.355963377367	0.28527082311	0.420022224135	0.0119360372355	0.287849522394
PRD16	2	0.0222652126747	0.362174360715	0.0319349289261	0.409005366185	0.468331929575	0.155947956138	0.344026024266	0.0236366063811	0.0563349598129	0.00339281385991	0.000239466406563	0.0162710961967	0.00271363390692	0.000231531889504	0.00559747067813
AHR	8	0.0120137140491	0.00503774385111	0.00458279359415	4.80581895716e-05	0.000861163306821	0.0181361395314	0.0924229550662	0.0511703871658	0.0130882602643	0.470403747825	0.281459432111	0.000222284308965	0.291311292132	0.00843889730286	0.0168112123662
CREM	1	3.07649384238e-09	0.383084946288	0.214285055649	4.54335252729e-07	0.00247352471998	0.0018629020897	3.40778285925e-18	0.0154511859658	3.51549850379e-21	6.0377181706e-21	3.48214950751e-06	0.00484131960384	7.46212489499e-09	1.26554643815e-16	2.22520361046e-15
ASCL1	6	3.75145750329e-06	0.00129949942686	0.000729798073288	9.45040611615e-05	0.00349740188358	0.204567352083	0.0471128552821	0.00627257365726	0.413306530548	1.08736318241e-07	3.69520638446e-14	1.91017870086e-07	1.28968816355e-06	2.07876819566e-08	6.78506063489e-19
SMBT1	2	6.57860605959e-09	0.016129395645	1.52817851903e-08	1.89032558534e-10	7.31594797498e-08	3.11711718941e-23	4.99204565863e-07	0.00276285752854	4.53926093021e-22	5.45648086397e-17	0.0136023164554	0.259695582518	5.14093708143e-05	2.28961000646e-09	0.000188410772404
MEF2A	2	0.00651348080413	0.412493431698	0.0025293707238	0.349969372862	0.131735129358	5.56138683648e-10	1.18384282651e-06	0.471613272866	0.0500573746726	0.227958244999	0.0448887294347	0.462221530314	0.404618470933	0.224922905881	7.68722054516e-07
SRBP1	8	0.00660655511436	0.370278042601	1.56939435657e-07	0.0246807690782	0.0843380543533	0.0489760079308	0.349519306243	0.0382887892603	0.0792520962971	0.155101734402	9.23365475176e-07	0.00824458983057	0.116910927043	0.0890000065057	3.9090131673e-06
NANOG	14	2.82557151758e-19	0.0579471771435	0.11291690769	1.21378363676e-20	1.99042217673e-11	0.000381635910226	0.000217644907794	1.0521071701e-05	1.38999914378e-13	2.26289958987e-46	7.36217799036e-41	2.48892403428e-14	1.66360829066e-30	1.2181607346e-38	1.28144316673e-35
SPIB	1	0.00283783279772	0.45049656338	0.140352427497	0.265678494871	0.177439847759	0.385443382627	2.68593640052e-05	3.77383851278e-12	0.00218380706919	0.0942161540479	0.0128470575179	3.53042049019e-05	0.449924915286	0.001236421487	0.000363396148921
NFIC	2	0.0293096823481	0.46477774814	0.0305624645892	0.070591811289	0.441320021841	0.00801070420453	0.0865879122237	0.138411665545	0.484454208223	0.0214228625926	0.00349998913999	0.0452699551031	0.00112459468776	0.000287249496	0.0152985739136
NDF1	1	2.29590806748e-07	0.00512722704747	0.432615145807	6.04674292638e-08	0.000244584579801	2.54022259963e-10	4.46708962215e-06	0.450284205324	4.80826512808e-08	1.87997259184e-07	6.62479015474e-07	3.69902249812e-05	1.19879050865e-10	1.13667019272e-12	2.23495160983e-18
MTF2	2	1.75837497618e-06	8.16644926816e-09	8.28493668462e-08	0.00264481746923	0.274273122853	4.63007000519e-09	0.109176415203	0.0011659222554	0.10280921551	1.65347735566e-10	2.15694669702e-15	1.43089992167e-07	2.0548149511e-05	9.12925376861e-09	9.48825962383e-06
KDM6A	14	2.05394575887e-11	0.00249563293678	0.0415961589891	8.78414504482e-27	5.24945643781e-14	3.43250926163e-17	0.00248202827497	6.65797818049e-08	1.30357891022e-14	1.67152239077e-32	8.94282341871e-09	0.282676456763	7.97547167869e-06	1.75941515032e-16	1.13317890364e-05
GRHL2	1	0.00222956657225	0.00264791941379	0.0128689572197	0.063073416608	0.00773577601085	0.228610959897	5.64829179654e-06	0.000157916668345	1.02526517638e-07	0.000259139283902	0.00247498840945	0.207486728663	0.0118951553049	0.000855819263258	0.159279757154
TLE1	1	0.00578304887921	0.343674527505	2.25090871926e-05	0.305165503503	0.349143577936	0.000731417574716	0.000223130148768	0.0953842501735	0.00501046419663	0.038495169028	0.00065407929216	0.000126750290321	0.000274592216715	0.10386337686	0.00799717912193
CSN1	2	5.54938434049e-16	0.403750630333	0.0297534402333	5.29216531657e-23	9.93759896166e-05	1.32470952331e-09	1.01136345144e-10	1.59106660955e-12	5.86752620472e-14	3.12307363975e-52	1.07458877118e-16	0.000366554469642	2.10335502856e-16	3.55425593551e-32	3.61465084618e-24
MYB	2	1.61508749363e-06	0.0544564198654	0.370973332504	2.72620646937e-12	0.000692211428887	0.00116020731725	0.058973205445	0.00150635181209	1.66699496687e-07	5.28644461588e-16	1.74067779918e-08	0.0569991503877	9.16547544917e-12	1.18625443199e-11	2.19999213905e-05
TF65	28	9.1171364737e-17	2.3223851024e-07	0.00290170241426	9.13326249553e-54	1.11514660747e-22	7.5455619635e-29	0.000482805371907	3.32367826059e-53	0.138946805617	2.14480911635e-26	0.275990281521	2.30557817693e-11	2.12071867981e-10	9.41356960816e-09	0.0871449950518
BATF	14	3.51786916424e-14	5.34976001672e-08	0.0074926771615	8.76508319389e-53	2.38849683842e-10	3.64279123817e-26	0.0200183290927	4.4090747173e-30	0.119036998854	9.21602174658e-07	1.13540823501e-15	5.35883616191e-24	0.000634943973292	0.142829593029	2.72177600793e-12
MYBA	2	2.66466918279e-08	9.99551148741e-06	0.0122209958764	1.59462021755e-06	2.06590759586e-14	2.62489181283e-13	0.0300331787919	6.96220948834e-09	0.000543961317544	7.54378597953e-22	1.68340857323e-07	0.0934462067121	0.000137443226128	9.49704350372e-15	4.88929520453e-08
KAT8	6	5.61822585807e-19	3.89920402819e-17	0.0516866543007	2.13034669341e-30	1.40915854116e-18	3.29473586827e-40	6.91212795623e-06	2.12039931394e-13	3.03017865034e-15	1.29151752089e-33	2.65919776482e-10	0.0312008563197	1.3999934851e-13	6.13454842859e-31	3.83159736248e-32
ELF5	1	0.00444032492691	0.314981399129	0.223723649777	0.145119838372	0.0719634687826	0.0387269785452	3.14917470696e-05	0.0773455733646	1.28080193182e-07	0.000431100276556	0.0688873876537	0.351319768193	4.53147372975e-07	0.00303560177195	0.00907691283404
NFIB	2	5.71851211868e-07	0.0845104029538	0.0400674641576	2.93096866909e-05	3.44293696053e-05	2.86952850629e-05	1.87104644153e-10	1.38622524406e-07	8.5469457867e-08	2.85929950279e-22	6.73144894486e-05	0.232666824844	0.075883408838	9.97960234394e-08	5.42522513076e-14
OLIG2	3	1.02017938073e-09	0.118722905122	0.0212649897604	0.00762883262344	1.49268093822e-07	0.434116015088	0.378042141281	0.000119941024251	0.163537852711	8.54311818507e-31	1.14461642175e-28	4.12186984594e-11	6.52600639717e-09	1.56252232992e-19	3.47752579702e-14
TAF3	3	1.74254239477e-17	9.71647247274e-06	0.249769595581	1.23865373484e-26	2.92407871756e-14	2.73273281697e-21	0.0831822315995	4.32290587212e-11	2.06284461669e-10	7.28202834855e-44	1.18266205671e-20	1.04086472831e-06	2.03100871222e-16	2.93205942398e-33	2.50217603345e-31
ZIC3	2	0.00375500392112	0.238650665993	0.0887064638009	0.279514752407	0.164811572592	0.0240903936796	0.000452071913508	0.000600457509791	3.0483081115e-05	0.00274943631508	0.000180498297024	0.00374718176892	0.00030190470095	0.00186153815992	0.000545354943824
GATA6	2	0.00184891609754	0.0555511321899	0.400187831042	6.29519556987e-05	1.82040520692e-05	0.00085598737097	0.00250472354234	1.23145137902e-10	0.0582236940291	9.63145042376e-06	0.451272051551	0.0209971771832	0.262301334597	0.0731776793626	0.00795229357505
STAG2	1	0.000154809811419	0.261229517232	5.76438042485e-09	0.0114767265859	0.0644200382469	0.448012662883	0.021161679615	0.137424582426	0.00478708472091	2.14178245239e-05	1.60740885e-12	0.000271146075908	9.46426328794e-07	0.000151574595792	4.88394332137e-07
MSGN1	1	0.00198421998052	0.0143863986282	0.419124593299	0.00589080766555	0.000356755660586	0.402506098655	0.309305250909	0.112583309411	0.0838060067509	2.45299279619e-06	0.000539886311117	4.3019896849e-05	0.000594727043819	2.47273241752e-06	1.17583079184e-05
ESR1	17	3.88869633838e-12	0.023066992758	0.00205205983667	0.0121565722854	3.46802221686e-09	0.000102408353814	3.96271716669e-08	1.24376201006e-12	0.0330012290633	1.06480250846e-26	1.54711463782e-20	1.53227710513e-07	1.24827857693e-11	4.8319156405e-20	3.5729491189e-38
GRHL3	3	2.12275977758e-11	1.03675792978e-05	0.000935009946291	0.000693330537451	0.000443631188215	0.364258878311	1.9007811637e-06	8.60163336653e-06	0.00243790261024	7.56917304412e-34	1.52341887864e-22	4.95905188091e-10	7.04759407405e-12	8.77870349457e-26	2.46308090079e-21
FOS	7	5.69133458056e-08	0.0340995221228	0.000344733082931	2.62481956205e-16	0.193403507819	0.00126337131598	0.380370191833	0.0570834233198	1.31865515998e-09	8.65060018174e-13	2.86448080537e-08	9.01727822053e-07	9.05916140394e-18	1.09293243773e-15	7.83384389134e-10
NKX25	2	5.01626455006e-05	0.0220714952442	2.01554099584e-06	0.0406541571619	0.000443205195416	0.0327667204836	0.165710525287	0.000833890242414	0.0374582866511	7.49701315195e-15	7.90620687602e-15	0.0963179520807	0.10223551764	6.47816394737e-08	0.000124261206214
NKX32	2	1.70446417306e-05	5.22452755962e-06	0.0644675781352	2.7932390737e-10	3.30581119536e-06	9.03888487626e-10	0.283325106242	2.7840718445e-07	0.0835760670907	1.21161910451e-05	0.00309339899834	0.0758602443495	1.13802490089e-05	1.41624222159e-08	2.05678012507e-07
KMT2C	9	3.32352223779e-18	5.83453766899e-05	0.00162598791586	2.5120377791e-41	2.02715845556e-13	8.41961064652e-24	0.0323987717859	4.04388243405e-16	1.13407391112e-12	2.73142942494e-43	4.21522428495e-14	0.0333042122838	8.02203113149e-15	1.40897610105e-34	7.65921705356e-28
PRDM9	1	0.00948400751151	0.000496208695993	2.82881805557e-06	0.190450561757	0.0897050708383	0.00902173528094	0.0303933263092	0.388275925756	4.74953015172e-06	0.0304200059149	0.0013066027728	0.311062665609	0.00775227423871	0.116015349291	0.353234446467
HXD13	1	0.0598015548959	0.110807436177	0.460986142151	0.30572739466	0.0182739985441	0.00445608811229	0.00607318687126	0.0971934650791	4.88868613312e-06	0.34612217464	0.44512675767	0.358174154308	0.343847743708	0.371098923566	0.289525666989
SUV91	1	0.00870184296102	0.0104551719564	0.364987090814	0.0225397326245	0.0193130737928	0.00172210988385	0.0181722489658	0.0662549508088	0.394293077543	0.041073022604	0.0725719524283	0.000883277024864	0.00300999326463	0.000291222676633	4.55437086292e-06
MBD4	4	0.00116029583014	0.000241550436922	0.00152975339439	0.00141726872957	0.168397029962	0.0674239553186	0.0457447896328	0.399964544391	0.0844998437736	3.05995266188e-06	9.10970643394e-07	7.56666598282e-09	0.0790162385904	0.0415377864763	1.25959155347e-05
UBF1	3	8.42031895958e-15	3.85120117774e-05	2.12031522097e-08	2.38741415679e-19	5.39434541475e-09	0.0144880102114	1.74396800655e-07	5.06782677485e-14	9.1939333388e-12	1.30749005291e-46	1.98534518736e-14	0.0024198799704	3.16765195209e-28	1.88633187845e-26	1.93839494665e-10
ZKSC1	2	0.00482530961873	0.170437339511	0.000345686224904	4.46099448072e-13	0.256787850826	0.000261057982596	0.0420956003953	0.0102646853007	0.204601679819	0.0284074742409	0.431366742775	0.439716339984	0.00161079003289	0.428997130086	0.00639625678337
DNJC2	1	0.000444900623171	0.159319919362	0.436354694248	0.0658243422938	0.00706530627001	3.52822897598e-05	9.46062703179e-10	7.65223334625e-14	1.00773824042e-05	0.00855470928407	0.246748333436	0.363222775385	0.100315923579	0.00108566635319	0.000171294535011
INO80	1	3.55468893229e-15	3.97437216154e-05	0.0195789638681	6.28287281687e-35	2.34477924502e-08	5.72692266505e-22	0.0250984869302	5.52917369013e-12	2.63023273664e-11	1.691049712e-38	9.59350628839e-13	0.0443824032347	4.88486162994e-12	3.37855237357e-26	1.80614749938e-22
HAND2	3	0.0784063904911	0.00989847524235	0.0235091903877	0.297685445828	0.308120655678	0.00262196857225	0.00881706248563	0.131196787446	0.414094024519	0.261159021157	0.13372659515	0.252784349878	0.0292273091136	0.357688315862	0.134120731479
RCOR1	4	0.000426400267907	0.0751775712844	0.227536748314	0.000223778119077	0.000104715514119	0.0305537347916	0.0010931169588	2.38887528576e-07	0.000303300556122	1.76554283877e-09	0.0181283616783	0.366965531722	9.30511304028e-09	0.000429996398098	0.144088690663
THB	3	4.60583192924e-08	8.73461597581e-07	0.00397556676708	1.06683503482e-12	2.27997712511e-07	9.5602765669e-24	0.0186657982036	1.60406197521e-09	0.0217074940904	2.46543259802e-08	0.00505055199889	0.366634609705	2.00838966841e-05	9.33715433515e-08	4.30295461862e-19
PDX1	1	3.84571967133e-05	9.7932958894e-08	0.434264722547	9.41435888056e-07	0.00929330727908	0.0250123622907	0.0278584518192	0.0698764423787	0.00847582453773	2.50112387878e-11	2.65656125885e-09	0.000558555331068	8.0958894088e-05	1.06571566924e-09	3.14768068886e-05
LYL1	2	0.000190089080621	0.129470405533	0.000508863597461	0.000125957796161	0.000579827634257	0.32297178634	6.07628367015e-07	5.62534238792e-11	0.00013361704814	0.000110752627253	0.00034603197528	0.332460776185	1.16746103346e-05	2.20593438473e-05	0.00345338818837
GLI3	3	0.0018589199988	0.0528532157598	0.000658612212289	1.5407228155e-09	0.0843842108836	0.238053740112	0.223077597811	0.146559835912	0.00219045151596	0.0360326138062	0.00563086792972	0.29874621991	5.5644010804e-07	0.000559741503682	4.03927895068e-06
SUZ12	41	8.62684829237e-17	3.89812906377e-10	0.0276885975349	0.000391563845495	0.00634095987449	2.24844368618e-10	0.017356208974	0.011642645238	0.4207626353	1.01907887473e-32	4.37685192076e-54	1.14106693631e-28	1.44191371069e-17	6.43667537762e-34	5.22526258857e-32
FOSL1	1	0.0128997004304	0.270434953181	0.0103693622071	0.00292853262735	0.300878302331	0.000774804160671	0.0676866535392	0.199618818562	0.0137735248897	0.190076383383	0.00933577288759	0.234942599356	2.32300780055e-06	0.0127348470406	0.000803956902282
CHD1	5	0.000810775332673	0.445078072919	0.00298196530305	1.19535892145e-07	0.0598212601661	0.0233099872988	0.0754493066885	6.20174174093e-07	0.0069948219489	0.000155441501813	0.00174047188846	1.21492728716e-06	0.0298861475235	0.0417459103724	1.78631861133e-06
SPT5H	7	6.25451957485e-19	1.31635067431e-07	0.0698126981043	1.94101475073e-43	5.34809795429e-18	9.42227048269e-42	0.345849638838	4.12881085285e-20	1.4962629112e-10	1.5419611143e-40	1.24704139854e-08	0.0261209391468	1.95797887233e-21	5.15975813148e-29	1.43854997936e-18
IRF3	2	2.83783987137e-05	0.218794452549	0.264998372107	2.58277206452e-20	0.0048987605801	0.000613404162321	0.0326777118236	9.78504735312e-14	0.000752740380343	5.17600699976e-06	0.00353541628625	6.6891787702e-10	0.184658134085	0.38001187711	0.0236155610214
THA	2	0.0120223522487	0.00303683526733	0.000135736235751	5.29800298822e-06	0.00151672918076	0.280637825902	0.0179644562451	0.345565343513	0.108482412691	0.00412856258419	0.358573816329	0.0492550728992	0.030414635361	0.0338122956255	0.0280723983316
MAFK	3	0.00174840098956	0.000895438371076	0.396286458942	9.41720881395e-09	0.406989471669	0.233988989089	9.78345524713e-09	0.256256883553	2.74620396855e-08	0.0122479715861	0.0471429407132	0.304083618725	1.69084794773e-05	0.0850910111423	0.450677818621
ETS1	7	1.99927308349e-12	0.0216282000614	1.3943194592e-06	1.05409670564e-32	4.70152737649e-07	2.99503986194e-24	0.15189948327	1.09189682432e-43	0.0882972933367	4.40272880252e-18	5.89066664669e-07	7.23675918317e-15	1.51342797187e-06	0.0263019267732	3.32843326976e-05
RXRB	1	0.0204327248931	0.00816621176321	0.0780840104165	0.00337889005276	0.00456933038571	0.00205799178488	0.32312518428	0.0025179049083	0.00134446418171	0.493015522586	0.0248079817922	0.000523336736502	0.0745206133552	0.461195653852	0.453482754333
ETV2	3	5.69681753589e-05	0.000193759447273	5.18598815058e-12	8.00937252243e-05	3.16677567027e-05	6.64913938944e-06	0.388139397698	5.3010800539e-09	0.0257958895195	4.95215808568e-08	0.00339103612019	0.474672413494	0.00134379535764	2.89548156699e-05	0.00135924970981
SIX1	3	1.33097506132e-08	0.0743045521913	7.86395498634e-09	0.00016307512715	0.000552163747676	0.0211038028221	0.00017112341797	0.463237200613	2.57134559471e-07	4.11138850055e-25	1.27784354539e-20	0.0424516124017	5.55858481157e-10	4.22939877707e-14	4.6134890022e-14
JUNB	8	2.4318515386e-15	7.65510288025e-08	0.217079127156	2.31107701159e-54	5.15080674549e-17	3.44643000824e-26	3.10774792178e-07	6.47304585745e-51	0.0771758678976	2.80092376431e-08	7.22673016722e-08	8.02065310103e-24	0.00158170936667	0.397327920813	0.00234275006565
ASCL2	1	0.00032144086446	0.0344746285185	0.293991416759	1.02440461962e-10	0.059408989292	0.399801076896	0.000222906728183	2.5046020687e-13	0.454774169096	6.23869470314e-09	0.167561940021	0.219158840895	1.7722627867e-06	0.00247972467382	0.199432500093
ETV6	3	4.72612391891e-11	1.30701342441e-15	0.000768933493068	4.69441624338e-45	1.80426273039e-12	4.84466350228e-23	0.00702879596104	1.00339270648e-23	0.451526132301	3.01933715885e-05	0.00107846547843	3.2531238735e-14	0.119465076083	0.48643462537	0.343114423834
AICDA	2	3.92744735503e-05	0.00382676471845	3.3911919552e-08	9.51300376785e-08	5.9336827707e-07	1.86920020207e-13	0.0487836494347	1.09241483101e-07	0.0364329165126	0.000961387945738	0.0841157841092	0.0146386447364	0.000623574614736	0.0223525041065	4.73604479596e-06
E2F3	2	1.01054325896e-16	0.0119972337569	1.78240665093e-07	1.89576154603e-10	2.9140927384e-10	0.00755871232335	7.38708183337e-08	4.71407218689e-10	3.29060636174e-07	1.37423667555e-56	4.85814021547e-26	2.16515616278e-08	2.1334687058e-18	2.52484203429e-39	1.45364900379e-26
SOX6	1	0.00293994075754	0.001937139725	0.0829007929132	0.0818246885341	0.00357663119898	8.10730568245e-06	1.36693780066e-07	0.012268140699	0.280267983922	0.0160352190418	5.02384121869e-08	0.434804996544	0.0496455247964	0.0033692705118	0.343449667278
PAX6	3	0.000226998448112	0.311339361987	0.439754009615	6.84517075186e-06	0.000187773038324	0.0344682077681	0.366099180411	0.00030570935497	2.83610982659e-06	1.73466978321e-08	2.86655998187e-05	0.145991697705	0.000190455635964	7.2618862204e-08	4.98954068253e-07
RING1	2	3.96077517518e-12	0.0132942520388	0.0755360329331	2.89575531991e-11	3.36952531623e-13	4.85668573158e-09	0.230863851221	6.33013579264e-07	7.87158643767e-08	1.22578115126e-33	6.14665784612e-19	0.00199295511838	1.53772550163e-13	2.29804921922e-26	8.05035698179e-20
SIN3A	9	1.94654217894e-17	0.000748584186496	0.0892588913576	1.01802196367e-30	1.76976868911e-17	2.01062698417e-25	5.95103928664e-07	7.71045140934e-22	1.83755002906e-14	2.79849765845e-52	1.74101724853e-09	0.488101790629	1.58313189527e-15	8.80590615256e-25	1.65712319155e-18
ZN322	1	0.0763784199569	0.000139497555328	0.383137441441	0.152383795313	0.146588410444	0.17312466983	0.366019768422	0.3251726466	0.267705477936	0.268222711823	0.054207381954	0.000981177789948	0.253262683369	0.139132819307	0.0694532416907
SMAD3	9	1.78898537867e-17	0.10765115659	0.487290724752	6.40018199239e-12	0.000741746284967	0.0986607518611	1.13511068252e-06	0.000976010170978	2.16021723918e-22	1.90620233007e-35	2.70995728249e-31	1.63071491531e-15	4.37826656271e-30	4.86336522025e-36	3.26105073671e-43
INSM1	1	1.17363117793e-07	2.43488722499e-06	0.0636998030481	4.22437009676e-17	2.75907675607e-10	3.32617521358e-17	0.00011222304581	1.2147065899e-06	6.56029481382e-05	1.17750759822e-11	0.0506951657185	0.0343050652584	0.00482220450836	1.13656674721e-10	1.55865230967e-08
KMT2B	3	4.00488727135e-17	3.14174772421e-05	0.325574340768	2.1941118183e-18	5.38101358095e-13	1.12665040003e-15	0.000157642391357	1.70821510022e-05	2.16114612161e-11	5.69650325041e-37	2.17144880808e-24	9.82351847967e-09	9.55332987215e-20	1.73957480134e-40	1.70768613055e-34
BHE40	2	5.42953667639e-07	0.058506494051	0.0212824298974	4.72404496433e-13	1.72036921408e-08	3.84093701938e-09	0.000745347343005	6.24929462202e-17	0.0778458188233	1.37569904208e-17	0.0381329211476	0.312477240126	1.05800934163e-10	9.77928490152e-06	0.00809500532863
STAT4	3	8.31983985459e-11	0.0391260511523	0.0514609973866	6.98807190596e-15	0.0143831406643	2.00261275749e-09	5.02455812369e-11	6.05081978853e-34	3.05608667665e-13	0.0733732164646	5.19778076347e-16	1.21801140498e-19	0.0457129557763	1.23339849088e-07	7.72022396554e-15
RARB	4	0.00310506882709	0.407202370284	0.0288204158726	0.00787815707773	0.108990881456	5.76231734975e-05	2.11189514098e-05	0.00170252561368	4.51787643309e-10	0.0120243832005	0.0534467110359	0.0866751491564	0.400804539264	0.0106323882398	0.00345885630816
SALL4	6	0.0111424141043	0.463414466396	0.0187683871201	0.343633897583	0.0768273443269	0.0048732794741	0.0411432846644	0.0563423872387	0.000398789971283	0.00425478503604	0.00052333051321	0.0579715959049	0.000203253454708	0.00350566653902	0.00477886257132
STAT6	9	5.11861676238e-13	1.23782596451e-07	0.483912367457	4.20193053289e-31	4.91617572605e-09	2.09280246607e-21	3.27881277818e-11	2.6320196299e-45	0.00122245459497	0.060491400645	7.38851751154e-13	4.21256461448e-20	0.0776088624557	0.00375429491833	5.65496710309e-12
CNDD3	4	1.66963798441e-17	0.000703060283262	0.0154928127956	2.79749055549e-33	3.30529528548e-13	4.27099488484e-22	0.000718783339317	2.72238507651e-09	1.61420275794e-18	1.04965303007e-37	1.03924582946e-14	0.00368672140933	5.34519854638e-17	4.62523072482e-31	9.68443717491e-35
COE1	8	8.24879465009e-12	0.0595533033804	0.315196828922	2.10957927754e-19	1.56191716523e-08	1.81623400741e-06	0.349990370969	2.1905239341e-32	0.00319653878597	1.10400526377e-31	2.98136838362e-09	0.00681705306128	4.41410668179e-19	2.73292064967e-19	9.06183516691e-09
FIZ1	1	0.0176272070748	0.158117927772	0.327400714938	0.000787337213679	0.369774824268	0.00768374054154	0.00279770964674	0.405710274111	4.84057993807e-10	0.257764712317	0.398593110307	0.429896682963	0.0485102146806	0.0457895595435	0.0447924164728
FOSB	4	3.9813027572e-07	0.149964858741	5.22811017017e-06	0.000122365312937	8.3168211158e-10	0.00977487349756	0.172478418109	2.32743359607e-08	0.21962596655	3.01075266977e-11	3.16879573414e-10	0.000106522841393	1.65593858084e-12	7.09191826417e-16	3.06320485568e-09
TCF7	4	3.08137480236e-09	1.71669452042e-07	2.03044797942e-07	9.20048716129e-17	1.55543514577e-06	1.78048315873e-18	0.111966685863	1.62363494058e-25	0.00742290103648	3.67767765044e-22	0.132526625275	0.00027591461946	5.53878374878e-07	1.81348090669e-05	0.0429742290891
NF2L2	1	0.0228165300194	0.045176226699	0.338184668112	0.444228299607	4.59566753497e-07	0.233830741276	0.114574794667	0.0342471787531	0.0978032045823	1.13777206972e-05	0.0498840382907	0.118869029611	0.311229433753	0.0164071102837	0.107475316425
BRCA1	4	4.1673769921e-10	0.000445606829252	0.0238377075346	2.06828847797e-29	6.74581322418e-16	2.07060020055e-20	0.000550046678623	3.34965803624e-25	0.266062078868	2.18014771978e-16	0.418443974918	1.30347567237e-05	2.27016011996e-06	1.96847874703e-07	0.0596107607008
NIPBL	5	3.88349543365e-16	0.00240463292968	6.32323380405e-05	5.44379556953e-20	1.1593387605e-12	3.29845576673e-13	0.256282800005	2.86942960298e-14	0.000186298756382	4.68289190855e-40	2.41799729187e-23	3.03251032308e-08	4.57875711349e-27	5.42892723711e-30	4.79456792443e-23
NR1H3	3	0.000297490794765	0.00135343823803	0.0880515461656	0.0550485195202	0.443867561776	0.036244058391	4.68866029423e-24	0.102850154508	2.40595113187e-09	0.134457140527	0.442028664664	0.00060771805524	0.498719528129	0.102180439351	0.000188676166554
ZN335	6	0.0230066088996	0.106447650944	0.000280480941197	0.0120777257997	0.222531945498	0.00584843982138	0.0673491157658	0.0608330547169	2.17980423023e-06	0.0359907369443	0.208382939727	0.0157578017701	0.398581493369	0.272539382347	0.216319464189
ELL	1	0.0355993984434	0.232090156623	0.00422756605619	0.163389417922	0.0478498639101	0.00405015954604	0.13224835936	0.00604930523962	0.392367069067	3.00479734042e-05	0.0123136616028	0.149215455067	0.382411464005	0.0950165649872	0.268372840825
UTF1	3	2.068773447e-08	0.283934736714	0.0161642761149	5.39626458861e-05	1.43382205124e-06	0.0606891303212	0.0889629028913	0.000211818876355	0.00445316015979	2.6223663184e-22	4.82790384898e-21	8.10799573794e-07	3.59209609272e-09	3.75552018302e-17	1.05022275705e-14
SUH	14	1.88835745335e-07	0.404345816016	0.360713180849	3.10575754004e-11	6.95947892353e-05	6.942533299e-08	0.00340140111783	3.19177957261e-08	0.00133052674433	7.26378878348e-24	2.71852665522e-07	0.0166271350458	3.54221633172e-10	6.02789281258e-13	3.30774869268e-06
SPI1	106	1.09480577174e-16	1.18476156172e-09	0.0222594432456	7.68546960501e-51	1.22626206047e-24	3.95901288914e-40	0.0860256326099	3.61993664894e-40	0.00065152675861	6.79796789017e-28	0.277888205545	3.37229985611e-11	2.64784725445e-09	3.42869483311e-09	0.307804493459
ATF2	2	2.06433145912e-07	0.000147010266853	0.0627997163913	1.91692224373e-29	6.77787740898e-07	1.77325813764e-09	0.0832835153351	2.22038416284e-14	0.0166329554085	1.32717997224e-05	0.0376478031546	0.00540491923089	0.00102167504686	1.0490703708e-06	1.34773296343e-11
CRY1	1	1.21556156427e-05	0.00666250615253	0.257224542929	0.155039871434	0.000389615786204	3.41730922467e-12	8.15224001128e-15	0.000785150128976	0.00019649332302	4.30109761785e-07	0.0120861788828	0.0221513071393	0.000326589499274	1.33217882851e-05	6.89847823998e-12
KMT2E	1	0.0243413750301	0.00132635842983	0.000861583341823	0.0683199410632	0.0860049141601	0.000375302805027	0.188665926032	0.0365033476562	0.000635378674779	0.00757809187295	0.149304472777	0.22654546342	0.24397249359	0.304324665878	0.122150676713
RUNX2	7	4.36101121283e-20	0.0018812063447	0.0388243865817	1.87732961296e-42	1.00978146788e-27	5.21961247645e-22	0.173326770654	2.23859980253e-28	0.000118976835076	1.07804654602e-54	9.77552154594e-20	0.258791136054	1.12094472929e-14	7.99118335225e-36	1.10419801355e-22
