TF	Number_of_ChIPexp	p_value_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
RYBP	4	6.03845181114e-16	0.0804698311256	0.412390501568	0.00304685571457	6.61817180297e-07	0.0758531580015	1.28900643877e-08	1.40081437655e-06	2.92163092059e-10	1.38687451409e-43	1.57961502436e-31	7.67970801576e-14	5.77834604e-23	4.57074958684e-35	7.20224675079e-36
ERG	7	5.91476101586e-17	1.33706668907e-05	0.124420503685	1.08179988967e-48	2.8196115748e-15	4.67414581095e-38	5.02315739943e-06	3.28477476839e-22	2.36417333112e-16	3.65364637406e-35	0.00542871157339	0.00209355571305	8.34960245089e-13	2.91352460191e-17	6.86251553343e-12
BCL6	4	2.30849480175e-08	8.27619682691e-05	0.000181395715439	2.05834025185e-17	0.00291012519232	2.1613550876e-21	8.69330928318e-12	1.87761674853e-05	1.24922085269e-12	4.85525029093e-10	0.406914437087	0.234076291656	0.00199573973826	5.33739292044e-06	6.25252272413e-14
JUND	6	1.0874877665e-12	3.4466866338e-05	0.470309251448	1.01242501364e-37	2.5350083537e-19	1.03310133308e-30	0.0114083307302	2.73166894542e-36	0.198283105699	3.66389300235e-15	0.103525065417	4.21632402727e-10	1.89370213471e-06	6.1947580241e-07	0.00649346710483
TAF7L	2	1.22631117383e-10	0.00110663769702	0.331648197795	2.06873833657e-11	2.95881266491e-09	1.97482425163e-21	4.69927820924e-14	0.00617315494472	3.09950790713e-24	6.03512004428e-20	0.000593902287873	0.169269426095	3.92950847127e-08	2.07888431084e-16	8.79824281471e-11
MED12	3	8.65964222234e-06	9.76891710862e-13	0.280170233728	2.66453193238e-08	0.0334962319952	0.101273804135	0.000920524220069	0.437893056257	1.20765130376e-05	1.42449164111e-09	2.45547685671e-05	0.00142854004269	8.00565318718e-08	8.71694919822e-08	3.17557647192e-10
MYCN	1	0.00751714828905	0.369753499542	0.00038552703383	0.00743792306324	0.0714151910421	0.00269642502945	7.70127309719e-06	0.150333270717	3.50827777659e-05	0.000762690136769	0.470762874757	0.0419713021681	0.0294523540185	0.00357427673514	0.139837391051
CEBPD	5	0.0256130366155	0.0983753217428	0.06319650574	4.22578210843e-08	0.103672231047	0.47995918109	0.106247515418	0.0451101700408	0.12704677651	0.324699031177	0.00133756050525	0.00193135859131	0.0578236115402	0.480805537417	0.281716956555
PO5F1	43	6.82388561641e-19	0.0287198768047	0.0156590902425	5.32490249989e-18	4.83363509898e-11	8.85421011232e-06	1.09981580526e-06	1.39782425192e-06	1.32418390406e-13	2.73509329443e-44	2.50246302626e-37	1.7969673919e-12	2.35178310452e-25	3.9876850275e-37	1.97260866757e-41
RELB	1	3.24993488691e-07	0.0766259827601	0.0558571286606	4.67059548298e-22	0.000431199371335	3.79808554527e-11	0.00015504833631	6.85017671711e-21	0.277645255564	0.0416837070212	2.11367063607e-07	7.6311453657e-15	0.0734278216123	0.138579592805	2.22005132442e-05
NKX61	1	1.27169063116e-10	0.00164438894894	5.84839110091e-05	3.94877616565e-13	5.49836223423e-08	3.47731141575e-18	9.02548049903e-05	5.42537069402e-07	8.65593327719e-13	7.39886357416e-22	1.10719652722e-10	0.0588482127222	1.16700162922e-10	1.87581030383e-13	8.9076502337e-18
HEXI1	1	0.0687501064353	0.246848073085	0.0176254375172	0.0300653297565	0.133585325687	0.00179332629323	0.41801447181	0.256602572954	0.24972734052	0.440769143614	0.404590286629	0.131253133649	0.0619379028516	0.342426980859	0.000126471990152
EHMT2	2	0.140405548036	0.397563361505	0.491484118052	0.353920964034	0.375879086214	0.00228231061862	0.218785548035	0.440621329738	0.336588233633	0.00533042392504	0.0342180449586	0.219948672841	0.2489742285	0.145191652967	0.414493105762
DNM3B	7	6.8121567653e-05	0.00375365183261	0.14166395324	0.33909772059	0.277533982275	0.116692201094	3.29595745933e-05	8.31540485726e-12	0.0800448627244	2.78475145237e-09	2.98397746153e-08	3.69423366388e-06	0.0011757276038	1.54131705539e-06	6.50257183215e-07
SETB1	2	0.00149933621344	0.101732551684	0.00329619907336	4.45778837495e-06	0.000444078211809	0.0661733938697	1.13121456599e-07	0.0299080299911	0.401704643	4.09524064426e-06	9.73802495276e-06	0.38023196572	0.000197103403873	0.0308174323487	0.0527620399279
SIX2	1	0.0307714283791	0.093097596993	0.0256426267448	0.203840630633	0.213823633426	0.00191583061317	0.226680261099	0.493278968188	0.118536316971	0.000214438158402	8.68027524976e-06	0.0388664616134	0.0975118792219	0.112786203098	0.324624155012
LDB1	4	6.07838884244e-05	1.12516914158e-06	0.0052943283609	5.96103324106e-10	0.280967302618	0.0466126419963	1.0839761176e-05	0.0194061452632	3.40751500709e-07	3.28376157118e-13	0.117661718955	0.0700467787409	5.26800886631e-05	4.48518515704e-05	0.000440869809311
P53	7	7.5877620402e-13	0.111810309772	0.362459014505	1.85794647875e-13	5.05534777314e-08	8.50874708747e-05	0.244645582721	1.20980352012e-13	0.0839923514741	6.03779165164e-40	6.38301584966e-22	0.000305347633038	3.34413052606e-11	1.72139301534e-31	3.84456674687e-25
PO3F2	3	0.000378796936328	1.8134161559e-11	2.12732716165e-07	6.76472537248e-05	1.93706889771e-06	0.00331481602551	3.72446736522e-05	0.00184185575247	0.0130026514648	0.0262945298157	4.67596007204e-06	0.163390196521	0.409378643204	0.214985576635	0.473866013139
RORA	1	0.00103203090262	1.18594597224e-06	0.280102345434	0.00288031372517	0.000602320129266	2.87701349371e-09	0.00365589230021	8.76734523137e-11	0.101865236731	0.00208395761371	0.252946256812	0.146554522063	0.0377622256028	0.0787714374334	0.124990466761
WDR5	4	9.28831618161e-13	2.89113140683e-05	9.88860136481e-05	2.70193614106e-18	2.15601158232e-11	7.83787728917e-12	2.40900495045e-05	8.18309495289e-12	1.30835752453e-11	1.49594412492e-44	1.6142428558e-11	0.0316964808306	1.01274860438e-09	8.26001980293e-18	1.65017797217e-12
ERR2	6	7.04038807424e-08	0.0700478203697	0.00934931898562	0.334550547385	0.0768613989012	0.00291569787498	0.00403472467188	0.420451674697	3.75136641813e-06	4.33557993568e-11	4.54000565409e-23	5.92535475114e-10	2.37454727795e-14	7.2927072554e-12	1.16481834194e-18
PAX7	1	0.000295851806188	0.11339205744	0.0272407832757	0.217078180995	0.485206910629	0.0280446773977	0.265548622442	0.00310349993801	0.142891067043	0.000931344948219	7.90904980515e-08	1.15735156419e-07	1.19820433967e-05	5.21918968814e-09	6.87081577798e-11
KDM6B	5	3.48023671322e-15	0.0461981044922	0.422376125398	7.30182996314e-30	1.55027180351e-14	2.87622488492e-09	0.00197296995973	1.52615519351e-09	1.14323219795e-10	1.05946830263e-39	2.69262989316e-16	0.00189944758804	4.49205190554e-17	1.44867446128e-28	4.9587923375e-27
MITF	1	0.00589322786925	0.261900968393	0.213037062983	1.37899965975e-05	0.0159315762603	6.94125019848e-05	0.238748527834	0.000251299114137	0.0663065625765	0.0100073048127	0.279877467013	0.169537659654	7.89875982599e-07	0.00176470156771	0.0272033757176
TBP	14	2.43810295006e-17	3.06361799943e-12	0.00674991232348	2.60475740171e-51	6.68037989237e-18	1.67421436409e-36	0.0303171078627	1.50738628938e-28	5.78628017881e-12	4.24998060745e-33	0.0098322457291	0.018828251886	1.13791249229e-13	2.99911728763e-17	6.13129955195e-10
GATA4	10	2.22734430671e-10	0.44951091727	0.0225193083078	3.45725316264e-11	7.70132539931e-09	0.0258135968542	0.177654390629	4.04636381936e-12	0.00479676916821	1.12100450652e-34	2.9391220969e-18	0.079573283677	3.44074188544e-09	3.45785835671e-21	9.88419404498e-18
ZMIZ1	2	1.00813817363e-08	0.0119360293712	3.25167787254e-05	2.90273092313e-23	4.64992359434e-09	4.97718641129e-12	0.00431238924523	2.40774191851e-27	0.000205020720986	3.54248975745e-13	7.37589081013e-05	4.51584309348e-12	0.479118653455	0.373330268471	0.00956209573367
GATA3	17	4.46313988585e-05	0.000330994573863	0.0078930870503	1.34116907822e-09	1.34674339214e-07	0.298430485642	1.81917871508e-05	7.43083741527e-14	0.000173769979589	0.0822161415481	0.165673536836	0.00467121829842	5.53536220609e-11	0.245443383871	0.00435173057556
NCOR1	6	2.66205017223e-08	7.40333493261e-09	0.35468077437	3.21028570332e-26	2.06236705792e-08	5.95907391928e-16	0.162627334214	7.95981103748e-32	0.372889802862	0.000151770120383	0.0194955694152	1.63722897761e-08	0.0122241512957	0.210366820653	0.144068638079
CXXC1	1	7.82822905782e-14	0.000297669739924	0.318650223751	3.35798391377e-29	2.86342362015e-07	7.98162621579e-15	9.53467258815e-09	0.00532406631237	1.77474304879e-31	9.72368452166e-31	6.57649540266e-09	0.037870015158	2.15783464853e-10	2.01282521317e-20	4.7049500987e-21
HIRA	3	0.0011706124526	0.064089743303	0.0163165343294	3.57992286014e-05	8.19308292002e-06	0.18312259288	0.31254386159	2.99020271662e-06	0.00240977449856	0.000828204364649	0.0602047524815	1.40011976088e-07	0.00109504088684	0.177998352807	5.27153085852e-05
SNAI1	1	0.000349115954016	0.451756845797	0.449932475967	0.000763778985515	0.0229047184022	0.000808557716889	0.0628137007623	0.00840826477947	0.000683457938057	2.0983407337e-13	0.000205970623588	0.0143434770813	0.0303980347588	2.64301463264e-06	7.7297705491e-09
BRDT	2	0.0307472659241	4.27419098178e-05	0.00308627919753	0.10263825333	0.254764927299	0.116148212481	0.30483689199	0.487472431833	0.284745710203	0.21127636179	0.0137319244915	0.00336119827577	0.000468046326763	0.0400160861623	0.218004683084
CHD2	2	6.78214367121e-10	0.0207185424704	0.494018571168	1.36242469971e-29	1.42867532417e-09	2.33889531336e-15	0.0378050694229	1.6083120522e-16	0.000643436996848	1.09349451065e-25	1.83156469743e-05	0.191495705493	3.28664975987e-11	4.31276988061e-11	0.00439586634211
RAG2	3	7.46065409771e-16	1.93139819526e-14	5.87853437574e-05	5.52252671743e-40	5.72903070124e-16	1.6551713899e-39	0.495804041889	4.74477706057e-27	7.03671988283e-05	3.2355643611e-30	0.112695108528	0.00725693774996	1.72390035129e-16	2.02108336555e-16	1.82420151013e-06
CEBPA	28	2.93426425527e-15	4.8718758251e-07	0.0498548495242	1.02479316653e-52	1.98850968899e-18	3.95488324671e-33	0.171195171338	4.67002629874e-40	4.62792707011e-06	1.96754443346e-20	0.291085308627	3.94893546162e-12	5.29232713272e-09	3.75213597788e-07	0.0107830207076
NFAC1	2	0.00362998900231	0.0200248891618	0.070633002153	0.000232487186044	0.160753465102	0.000268251740096	0.241968384065	0.000496640951889	0.00882496383363	6.63131594365e-08	0.0407600850604	0.170350089581	0.000220826650787	9.35166211693e-05	0.482350890406
IKZF3	1	0.000885150116822	0.00227946318487	0.0026683797406	2.41837640324e-14	0.013209109165	0.151389348665	0.492761048542	0.00571559763262	0.000965080693855	2.53458347233e-06	0.0395200229474	0.341195787443	0.005663622857	0.00318183436607	0.000368046831511
TEAD4	2	4.19265566589e-09	0.270290441094	0.0211993585971	5.4611838228e-10	1.02282645526e-12	2.246542419e-05	0.124744866683	1.42707135604e-07	7.46425705484e-05	4.14608158226e-23	7.70961803351e-14	0.0613263982772	2.21875098767e-07	1.0894957258e-21	1.14547271449e-13
BAP1	1	9.25763763796e-14	0.0086345451212	0.203325720713	1.02605436415e-21	7.90283522888e-12	1.4802622652e-24	0.0693836619998	5.86834085423e-13	6.48790562985e-15	1.64345156439e-36	7.00038894242e-10	0.0531427139952	1.90709415881e-17	3.28309269197e-21	1.59376238666e-13
NKX21	3	5.75489961495e-10	0.142468456983	0.366613832658	9.35873060976e-23	2.35743055666e-12	5.89948879459e-21	0.00493725122926	0.000347021561345	1.7796057096e-13	5.33130972364e-16	3.2547497645e-06	0.130755830334	0.000324819936004	4.96175876151e-14	5.76599620213e-18
TF2L1	1	2.13233611723e-07	0.00372994167712	0.0131140939541	0.0848477736139	8.57191236343e-11	6.20414596765e-05	3.88142082473e-07	0.00341227097046	5.03363709585e-07	2.29032332412e-14	1.76265458218e-10	2.46481858291e-05	5.71917137086e-09	3.6145059642e-12	1.32736878261e-11
TFAP4	1	3.06073423302e-15	3.02232975287e-05	0.116044986205	7.23317750933e-44	1.09505873884e-19	1.99517186444e-35	0.0491879629155	7.93384110586e-30	0.00756187001233	8.55796067976e-36	0.00394540768437	0.424469396671	1.61729011248e-11	6.55186760347e-16	2.54923851355e-05
KDM4A	2	0.000317134070909	0.497195157092	0.0270902948614	1.16317360674e-09	0.060012580605	0.0700634879084	0.00524686743444	0.00207329591375	1.81024649017e-05	1.84070689455e-09	0.00417203083787	0.208086588498	1.87996086191e-06	0.00072974616111	3.66003681261e-06
TOP2B	1	7.31822277128e-09	0.00752005325347	0.00259201315475	0.00143460077969	0.00656960047784	0.140406222666	0.000150068203163	0.065394835591	5.68398459236e-09	8.99126220893e-17	1.02282578575e-18	1.60473037325e-12	2.23003173397e-12	9.24178060638e-16	2.88793978899e-18
SUV92	1	0.0228317757652	0.0233748258962	0.10887453238	0.390311923861	0.410905897617	0.144278391858	9.65280014872e-05	0.00953487175935	0.00673235518318	0.428248001225	0.0077415924916	0.00085965133064	0.271973894269	0.0694929922419	0.000532199030193
NFKB1	3	8.82238938923e-12	1.48495634293e-12	0.000218820325035	3.34268133908e-45	0.000147307832343	1.6411591995e-14	5.8726872359e-09	1.42869541074e-22	0.472481962768	0.237311917888	2.13258874174e-12	3.80095209565e-24	0.209373106814	0.000225566951227	1.8300251466e-07
NRF1	2	9.76112198253e-06	0.121434515762	0.000178611512954	1.86204597791e-05	0.00010146231271	4.1586405776e-08	5.39007449264e-12	0.0028367779147	1.72100783608e-17	1.33799776245e-11	0.154988931903	0.0032652565179	0.303053083642	0.000828432473562	0.0935074191539
ZC11A	3	2.21187417893e-05	0.39523050729	7.00116247184e-05	0.0283347285872	2.06789875321e-05	0.0457400954251	0.000183367525216	4.30207527782e-11	1.67940031331e-06	2.22941389267e-12	9.03593647096e-07	0.251321386787	2.4710896227e-05	6.84812644604e-06	7.97024379926e-06
PAXI1	4	3.35560469695e-10	2.72216418135e-05	0.0564557195459	4.57895546392e-32	9.49584352028e-10	2.14457224635e-18	2.56153075569e-05	5.59082001264e-32	0.447098556442	3.59541564063e-08	9.26919950071e-06	2.12219907936e-11	1.07777978521e-05	0.365385566589	8.98030255139e-05
OGT1	2	2.82580717792e-09	0.00123802188962	0.00510637421211	3.06286090909e-24	2.01883444901e-11	3.45016887476e-14	0.000111319367415	1.91792613199e-32	0.298890249419	2.09449738134e-18	0.436168036641	5.92355750561e-05	0.0251861923445	2.65797589589e-05	0.00663959920556
NFYC	1	1.65095551048e-06	0.00670614887686	0.338403798928	3.80024060574e-06	0.043140340888	4.25165016572e-06	0.367420985644	0.378625668419	0.00126037462006	2.12474559643e-13	2.9256776519e-11	3.48625020186e-09	1.06783794068e-10	9.70102623812e-13	1.79492340769e-09
PER1	1	0.02793177967	0.11563841229	0.432047370011	0.127205821534	0.0030588613031	0.000712203622559	0.0261774804757	0.00689460492397	0.278731243056	0.236117797247	0.0105041699502	0.00451296099833	0.00152881053943	0.35571806837	0.0414993746137
RXRA	34	1.85144164649e-11	7.7297279194e-12	2.11694153529e-05	1.35292117744e-16	1.91465174437e-06	8.51077354557e-25	1.22801606595e-09	2.8223982063e-12	2.0937948729e-08	3.91605423357e-13	0.000328751406522	0.0282785741967	7.52724226941e-09	1.1673852702e-10	6.63980934631e-26
ELL3	1	7.88641010561e-05	0.247283501904	5.7733489678e-07	0.010564024083	0.00535287232915	0.022915970348	0.000120031687679	0.0867537382708	0.013224711306	0.000536792087956	4.01261837498e-13	6.23707491763e-10	6.76984171725e-07	0.0174291106148	8.91445005104e-06
TEAD1	1	8.65559227732e-07	1.49399341211e-07	9.87605096971e-07	4.77901637586e-20	1.26305278282e-22	0.00511211486801	0.000100368538571	9.79546792405e-09	0.0853491822484	5.6124842145e-05	0.00180749989817	0.000396967993195	0.47976583996	0.116514454836	0.000154043102007
CBX3	4	5.48018588788e-14	0.00392172250571	0.0032730902695	4.03791985514e-26	7.79659382482e-08	4.72312226666e-19	0.000446011440271	1.39145910974e-09	4.44725532567e-13	1.98270199741e-30	5.29635269541e-11	0.000728269635346	1.9297701466e-17	1.89285189303e-26	1.49744248564e-20
JUN	12	1.17282499357e-15	1.08325897405e-07	0.000981712698256	7.97578452524e-60	1.59355295347e-22	6.85671170405e-33	0.400399902885	6.63225317622e-37	0.000559822896055	1.02041368451e-19	0.11609953974	1.48423623671e-13	1.1669163875e-07	6.58888624234e-06	0.0500178708912
KLF3	3	3.55255752659e-15	0.00741387873779	0.275144813319	9.68652768028e-27	3.91361844859e-17	9.11424420271e-16	0.446079957728	1.16952078949e-11	0.000249634733358	3.67963147068e-48	3.18913975692e-18	0.173606600697	8.36041368237e-16	1.67803929317e-29	1.94402533676e-18
T2FA	1	0.00468030678923	0.354817285111	0.243559141795	0.0449205185556	0.433714183249	0.308577395062	9.88545131783e-07	0.024446042526	0.0016994054024	4.46066569342e-09	0.0130638412981	0.0349187233151	0.00523557405421	0.000492037782168	0.021638395626
TAL1	18	4.00277481146e-06	3.72411687183e-23	0.0845965795996	4.24634719537e-06	0.00145502400612	0.216483593286	0.00109811543468	1.29341065252e-14	0.00882806376909	1.35313320632e-16	0.307481432414	0.01847331284	0.000402593602707	0.0231487085908	0.0716179195803
SMC1A	9	2.40558639506e-12	0.0250360916998	0.000570050563904	5.35364069991e-22	2.34887971959e-14	0.00533461745449	1.93678518405e-06	5.43039503789e-26	9.89608281521e-05	6.12866857234e-26	8.12145319439e-18	0.103518027611	4.92223610838e-10	3.4237061801e-16	2.51159281991e-18
KAT5	3	4.50660525546e-07	9.47118507877e-10	1.31102198916e-05	8.76671677951e-09	9.07588116943e-09	1.70307436687e-12	0.000190967497177	0.0290818332045	3.25774564179e-15	2.33324492667e-08	0.0125110016759	0.146958535849	3.02801898191e-08	1.4661797084e-05	2.45826184022e-05
ZFP384	3	3.60108458219e-08	0.174142805118	0.000858899076287	3.07456223747e-18	9.20769952269e-21	8.93252798786e-10	1.49510328155e-06	6.72974707093e-25	0.264455403022	3.506178623e-12	0.349662718877	1.62691168539e-05	0.0923963197505	7.12873767268e-06	0.466415518874
PO3F1	1	6.30738771415e-05	0.000396166568815	0.0305411510465	0.349707871955	0.00253227876608	3.25310189238e-05	0.302734517422	0.390568627259	0.000210003757125	1.50687254195e-08	7.07323974526e-10	5.77120577682e-05	3.08192308509e-07	6.11278400278e-06	1.57255886611e-09
SCML2	2	0.00493406752351	0.0395387247402	0.00960220909023	0.00101046199433	0.0168448918184	0.321522067058	0.0944818159351	0.0123537336485	0.00140627153659	0.071260861225	0.000128199287873	1.65661370005e-06	0.0578758748561	0.00343052778975	0.000494591146935
EHF	1	1.82403593311e-13	0.000251761467776	8.31691411965e-09	0.000239244139571	0.0631148662888	0.00319837798441	1.49319770021e-10	0.0154960975261	5.64618093922e-15	7.68721958967e-45	9.3765634718e-25	2.36990894875e-15	1.33616340637e-07	1.25536751134e-24	1.19218502946e-20
MK10	5	1.48438631193e-13	0.160774160791	0.00231320759093	2.32979315957e-20	0.00516094747188	2.42551479426e-10	3.69841040266e-05	0.278765325829	7.83749248591e-21	3.16754267099e-32	3.57855065499e-14	1.23803453718e-08	4.57616478626e-16	3.21626839456e-30	1.3929266449e-22
HDAC2	2	3.04226386561e-17	0.0172135460579	0.0351515460156	2.71551923853e-11	8.24395843384e-06	0.000400203194818	4.42462171829e-07	5.35145702829e-06	9.7658935861e-12	3.3003329789e-46	4.13020277385e-28	1.35166018511e-15	5.55055397885e-23	3.55611000861e-37	1.27615654909e-40
IRF2	1	9.80792086807e-13	0.0147682731036	0.146427641466	2.18003754988e-14	0.0016842875565	0.00686598546417	8.25965891262e-09	8.81680008103e-17	1.2849113987e-10	6.08178633408e-20	1.1908424094e-27	6.09678602396e-28	6.60109818737e-11	2.3603170162e-16	2.17181209011e-14
ETS2	2	9.43602764674e-12	3.24341490651e-05	0.162217326897	5.63860611769e-44	1.50353391e-11	4.36684421293e-36	0.247306228918	4.42662457208e-20	4.0922480119e-05	1.11139520848e-10	0.00012899824561	6.17938390023e-19	0.162673249994	0.0628755965911	0.0561087995094
MXI1	2	6.91134661091e-11	0.000888907706587	0.13486145672	9.90765831117e-29	1.82059604495e-10	8.11060963726e-28	0.0442534664446	3.77222862921e-20	0.000188236111873	1.05113152039e-22	0.0138909178645	0.135059423731	8.26838789291e-09	8.95628882783e-11	7.04992873286e-07
TBX19	1	1.35343735343e-07	0.0155380125546	0.272316783144	8.79330780863e-06	4.12408070841e-07	1.91459364174e-10	0.000614916143894	0.0183747665441	4.60617340843e-13	3.96432198938e-24	1.43087656357e-09	0.261925767684	0.00052042325182	8.9875747889e-13	6.5130102492e-08
PRGC1	1	1.23268661116e-06	0.000190549108853	1.20381225739e-12	0.000134953333939	2.00164307089e-05	0.234662265221	0.154373956716	3.12715697791e-05	4.65585299409e-05	7.76056074209e-08	3.44953871365e-12	5.47486073468e-06	1.46308206476e-12	8.82330895595e-08	3.02487863617e-06
ELL2	4	0.00161636686641	0.0866895299168	0.113007070242	0.0629443920846	0.309122265202	0.25596071315	0.00148642988551	0.112882093958	1.30417270325e-08	1.55992661179e-06	6.69108813721e-07	8.65724518663e-05	0.0110403290883	0.00435603030735	0.00179088668052
FOSL2	5	3.92050466724e-09	4.97084242566e-06	2.45274472014e-06	2.33078464335e-32	4.17212478513e-11	4.41119781197e-15	2.18842569884e-05	3.36188766295e-26	0.176081719612	2.98492789551e-05	0.0364785765944	1.92312778016e-09	0.00290178150547	0.0248772689751	0.19788495746
BRD4	8	5.4823134226e-21	0.000994676250578	0.000614176847734	1.06630486853e-46	4.68656192762e-14	9.33252190743e-26	0.000302787188528	1.09135449126e-20	4.91927451679e-13	2.5036064613e-52	5.93185854824e-15	0.176222971496	2.06304559602e-21	7.95569573118e-40	1.11371310546e-31
MYOD1	16	5.2181040624e-20	0.423855473084	0.00156543588277	4.05230130279e-05	2.58846847899e-17	7.60108155373e-05	0.172836774374	4.00221403192e-11	0.00728171557839	6.44287839858e-56	1.80996068378e-58	2.24054799747e-12	1.94794195177e-20	1.63045042479e-30	5.01820163964e-55
SMAD4	2	6.20162733554e-09	0.0992822689353	0.0463779417688	3.10255670407e-08	0.00373698741952	2.76957464624e-05	0.00909085222185	8.50819077277e-18	0.0048348660187	2.41477944677e-28	3.37245365671e-09	5.47209702298e-05	3.12968750713e-11	6.51296941577e-16	2.47832458652e-11
BACH2	1	0.000161331214886	0.0748656878437	0.136599893163	1.18876592891e-10	0.00419079582513	9.58594460853e-05	0.280485369709	8.382633079e-12	0.155709879921	1.12213491363e-07	0.0285846376332	0.000618112242603	3.93957068181e-06	0.261869883941	2.21263770816e-05
SOX3	2	0.0122230378371	0.0584196180757	0.0135745140909	0.15279396189	0.47790156474	0.463809942353	0.0109767436968	0.262244923492	0.00494417963513	0.00019298681563	0.000216097935872	0.00708841929419	0.0039930983807	0.00726902594016	0.000506584315658
ATF3	5	3.01717935443e-13	3.391570826e-06	1.05470742399e-05	1.69129335838e-53	0.000584147393076	2.38555421042e-14	6.62592977734e-10	2.14001517594e-26	0.026659103566	0.0540595168188	1.01398325556e-16	1.22621242033e-32	0.225812701923	0.000225599769077	4.74774425117e-06
TBX20	1	0.00144381645602	0.0365000021186	0.277048131178	7.92447024134e-05	0.0481635804285	0.00521280383684	0.293400145379	0.0890328042368	0.0023202422021	0.000328478306791	4.79160180184e-10	0.119481478642	0.0189913826916	0.000240535791101	1.633019349e-07
GATA2	18	1.4261688878e-09	0.127994108707	0.0273579264808	9.4561978845e-25	7.92083484165e-15	1.78613780595e-09	0.0461714939714	1.28660009773e-30	0.183747226855	1.11310010638e-20	0.0236307544239	7.55864750706e-06	7.29187735009e-08	2.92215409817e-08	0.0664784838631
CHD7	2	0.000172577661049	0.334684190673	0.00360608476456	7.71038566433e-05	2.96607284918e-06	0.193931901716	0.489962161153	0.000404596265501	0.280735262313	0.000207105778268	7.55322759157e-05	0.0698637212923	2.50236567453e-11	3.47618634249e-07	7.33996685389e-10
SMAD1	8	0.0210433910914	0.351075072619	0.00395062547565	0.134349377245	0.00717996312764	0.0960832447635	0.0432187940536	0.00925445757351	0.234559705995	0.00011835236522	0.000585981582703	0.0985657503312	0.0188601730191	0.0281266139227	0.0763522253149
USF1	2	9.10740206061e-05	5.2772985445e-06	1.08757326981e-06	9.63034528798e-05	0.00148238817649	3.24452508663e-12	0.000747873594148	0.055289734611	2.14942299829e-06	2.12549931124e-05	0.439747339227	0.145037605883	0.167842439711	0.00284852183403	1.76375096612e-08
RUNX1	18	1.78786990705e-15	0.175552389757	0.110041042821	3.12505465032e-46	5.23331439216e-22	2.58165941718e-27	0.047451135813	2.36864167819e-37	0.00120381149629	6.36760018962e-30	0.00283575747221	0.00192534813483	4.10231355444e-17	4.78739541468e-17	0.00045250273854
OVOL2	1	6.28638403391e-06	0.462780485124	5.99963514791e-05	5.80731171604e-15	2.00611740712e-05	3.83569660585e-08	0.0190519666277	0.00136577834091	5.68659490414e-06	9.87708305514e-17	0.000294261048555	0.319787040548	0.00572542583716	6.63273964017e-08	0.00232295980939
RBP2	1	6.84407470474e-13	0.00165878806159	0.104922709968	9.49746065135e-27	6.5101122294e-10	7.3718868732e-16	0.00010123292575	1.5308067941e-05	2.81813789954e-12	5.42584839628e-22	4.18095351046e-10	0.000984243100076	7.67650350683e-21	1.9264810505e-22	4.32507219376e-21
USF2	2	4.7139808929e-08	0.0321652058116	0.0541182389945	1.11544157054e-06	0.00216262477555	2.23997439934e-12	7.01934113365e-11	0.00154423622053	2.49014227144e-15	1.40936693171e-23	5.06637737269e-06	0.13351509861	5.66571769704e-07	1.59359849959e-09	1.22435771687e-08
RCOR3	1	5.60490820349e-07	0.173297053496	0.484484919372	0.00744051498636	0.00222498270389	0.0854768701466	0.213194091539	1.10484106344e-05	0.304819105813	4.15038688228e-17	6.75139471359e-16	1.8068124214e-09	0.000514087198685	7.14468851006e-16	1.90360560881e-16
MAF	5	5.09054691771e-10	8.84305602263e-05	1.84298578628e-05	2.11375986917e-15	2.50349905402e-05	1.93890550728e-07	2.32631632049e-09	1.02981619826e-16	0.000908275650031	0.00897035313549	2.99290795141e-20	4.60583814679e-22	0.00578996304683	2.27571398185e-06	1.32363102173e-17
PBX1	2	0.0077839262152	0.308688711262	8.07502484947e-08	0.000119630424873	0.106218450272	0.0374165040371	0.0445034318349	0.303761879303	0.00668930580019	0.0169810761889	0.192442683715	0.165845729117	0.0168965689275	0.00029216648505	0.0010454538553
PPARG	27	7.70537241053e-10	6.47547995138e-09	0.000134689114414	8.56735686485e-25	6.69328530099e-06	1.50538598118e-13	0.45653902812	1.36392989273e-17	0.000472496540706	9.00120264736e-13	2.44013431026e-08	0.0932109420754	2.64992457258e-11	8.97211209819e-09	2.41209487007e-14
KLF5	4	6.69811303852e-19	0.0436191954978	0.00187356927417	1.10634676532e-24	2.77410394638e-12	5.27427125447e-09	0.000802309653578	6.80124826825e-07	4.87687643647e-12	8.75910422071e-48	3.94933053998e-33	7.13314844373e-09	1.16680888014e-23	6.99306290049e-38	5.16186625639e-39
HXA9	2	0.00526826570145	0.000560845530727	0.0154646616339	7.84910268225e-05	0.288520336056	0.015464054818	0.00163647066466	0.0486336665912	5.89034826896e-08	0.184156826412	0.343239227395	0.268236188753	4.3815057858e-05	0.059737026251	0.020076526166
PRGR	4	7.18424924115e-13	8.57716891578e-16	8.51976413235e-06	5.1635574259e-36	7.97005680541e-23	5.09539420412e-32	0.000885359989522	1.77818550566e-30	0.0462318694486	2.38027952928e-08	0.232040857227	9.1345836731e-05	0.0637309673539	7.63786745143e-05	3.56235747328e-10
