TF	Number_of_ChIPexp	z_score_mean	K_Virus_0	K_Virus_3	K_Virus_6	K_Virus_9	K_Virus_12	K_Virus_18	K_Virus_24	K_Virus_30	K_Virus_36	K_Virus_48	K_Virus_60	K_Virus_72	K_Virus_D5	K_Virus_D7
T2EB	3	-0.174235084639	4.70329702946	-6.09410946523	10.1874078732	4.3217186939	10.3296501071	-4.76020196364	7.16218502756	-7.4107558106	-7.85803174004	0.184730340245	0.954218943632	-3.93964984212	-5.35761900068	-4.86213137778
BMAL1	9	-0.697679990418	3.38128489739	0.97149574436	-0.864854581081	-1.07548623201	3.26696139998	-6.5967838537	0.744895517231	-3.37257047668	0.650702698174	1.6311642448	-1.63728729735	-0.865852251365	-0.527339794662	-5.47384988094
AP2C	3	-3.47656387979	1.68750407508	-0.121184782007	8.07247965082	6.59937893336	6.04349522452	-1.63694437369	6.11674241268	-6.00052058647	-14.9949312761	-11.7649868507	-7.28976006845	-9.17993944048	-13.1850069449	-13.0182202907
ATF7	1	1.38210426754	3.2773088401	2.17160523601	3.82953764204	3.85098155447	1.02114318636	-0.458254119127	5.38740031636	2.43678150712	-0.542785431823	0.619284249142	2.80255556388	-0.169477396775	-1.18584951568	-3.69077188646
PPARA	4	-0.352877557967	6.66463596567	2.38224779873	0.750744368507	1.98398009171	7.10972644284	-7.64145784148	0.944978491981	-4.73619212372	0.0494565294638	-0.503220243959	-1.79712409549	-1.42661455275	-2.0246010808	-6.69684556222
KLF2	1	-1.6721851658	-1.37218549137	0.756112497126	-0.0157943140089	0.753616534402	-1.26223638326	-4.25700058172	-1.36719872216	-0.96179294227	-2.13619506996	-3.36735212508	-2.52834433895	-3.55152681399	-1.60454935327	-2.4961452167
SP16H	1	-3.06292720237	-2.13383500417	0.125777685416	-3.25919409284	-0.677156068957	-3.14321439661	-3.61532196933	-0.00771748968711	-0.173046446992	-6.74532169581	-6.78999933927	-2.40068179714	-5.47674795385	-5.37909709607	-3.20542516794
PHF19	3	-3.81344682339	-3.79433659738	-3.45126621195	-3.57999182011	0.804424177988	-6.54226706974	-0.805124057527	0.198025317299	0.713190631017	-5.29525689001	-8.60296494717	-6.81510984819	-3.935350152	-5.82908688227	-6.45314117737
KDM2B	10	-4.51567521795	-0.238473880597	0.256144845772	8.13383972525	7.48367997558	6.78076115706	-3.78044546642	6.64448263432	-6.52851621066	-16.8960987228	-13.7535483443	-8.16912548519	-11.6280438792	-16.1966201282	-15.3274892718
CHD4	15	-3.39599246109	-0.823453017148	2.60234338769	9.84536651967	7.65790731724	4.59419712641	-2.51076010751	9.78290614143	-2.74095033268	-15.6270424543	-13.2814790692	-6.7832536293	-12.319054293	-13.7366253498	-14.2039966949
TGIF1	2	-2.09288210513	0.646913253314	-3.07425801438	6.02342816196	6.62572589612	7.28809011766	-9.18900123457	5.55863413717	-8.34417961958	-12.5114596354	-4.1756886689	1.47073239644	-5.01822793769	-8.18813185957	-6.41292646447
KDM4B	1	-2.42048320886	2.89366052707	2.0243071543	6.85514657856	4.96088625947	3.46790725165	-3.28264684404	4.80815863084	-4.39353825455	-9.76986944204	-8.08927219518	-4.45612040436	-9.74919132707	-9.82096385395	-9.33522900475
FOXA1	7	-0.785209871231	5.70378495171	5.97936793878	5.68808433975	8.6715153911	10.168929727	-3.70727280147	6.98786513	-4.74677077037	-9.87487831872	-5.48140645263	-2.11039042129	-7.46661327831	-8.70820463951	-12.0969489933
TLE2	1	-1.09862094697	0.402481495322	4.08410021573	0.509636656868	-0.387658130776	3.18404998537	-3.51367181513	-1.30850409718	-2.5762076386	-1.76882272757	-3.21625978398	-3.66164438428	-3.458199617	-1.26002392056	-2.40996949584
TOP2A	3	-3.83973104794	-0.82834020265	4.77541017385	5.86738106284	4.10267449577	3.15910278205	-1.38188447736	4.94276643752	-5.93167620365	-13.7448682437	-12.9577833949	-8.80449905293	-8.67506067905	-11.7152699576	-12.5641874112
SMC3	9	1.52455757278	1.75289957373	3.80662127825	7.39115624878	8.2530897022	3.53135612322	5.57527921422	11.3937002699	5.8099803223	-8.36394325482	-5.89073832779	1.30817255895	-3.34802243224	-5.29194227895	-4.58380297875
CRY2	1	-1.99085855925	2.43836714804	0.0543584549583	-0.18902473203	2.32834671387	4.63016675609	-5.70137578913	5.01980718358	-4.36652380435	-6.81734090686	-3.71760491393	-3.21289933804	-3.42879663352	-6.62433262221	-8.28516734598
E4F1	2	-0.139089148225	-0.0972216060904	-3.01728290183	-1.26016931811	1.42216384808	2.74217907206	-1.83774443005	-1.26313822198	-0.443184121474	1.82819983689	0.938478954196	1.11632883049	-0.717484205303	-0.234826079434	-1.12354773259
EGR2	7	0.405052212078	2.95986417181	-0.715600129614	12.6255934526	6.74094747792	7.38628918456	0.601819443556	8.9844917929	-3.88356692269	-9.40611702238	-3.30616219226	1.09407209512	-7.25861215518	-7.03639115285	-3.11589707438
CBP	20	1.22159067946	6.20410051489	5.48864138592	14.7313451283	6.75060677532	8.47977650163	-2.71611980792	10.6044114731	-2.82531277586	-7.20759493933	-2.88166170923	2.0836262305	-5.04154176086	-6.46058727388	-10.1074202302
FOXP3	7	1.08496430659	-2.07524677054	-1.32343233345	-0.475192518151	-2.41556542783	-3.18255422714	3.37843762421	3.30069048134	2.61757816276	2.08869347343	4.6399861176	1.86596624417	-1.93464140452	2.99634253663	5.70843833373
RBBP5	3	-0.257467386158	3.59139315155	-4.80140570458	7.93205324651	5.43891322418	7.24793431205	-3.2901803691	3.73437095554	-5.09096429998	-5.13501007057	-0.339736730755	1.82302111	-5.90670824902	-6.01133514645	-2.79688883559
BCL3	1	-0.49206663562	3.55962533704	0.706339151986	3.58456017868	3.96990207075	1.5098626024	-0.782076362495	3.65105426622	-0.678408943144	-3.65241169473	-3.47144591884	-1.91148618577	-3.75062481466	-4.46204434296	-5.16177824316
ATRX	6	-2.08333444906	-0.797468128337	-1.22950163092	4.06237071192	0.891576806316	0.0047564794996	-3.41417764861	3.30542189182	-3.15909295338	-6.31332878532	-4.1542627182	-2.65057289174	-4.64259414613	-4.39909527597	-6.67071399778
NDF2	2	-1.19454734544	0.879542324061	1.57148007454	5.1509172243	7.99075496611	-0.157185846595	0.556685923832	5.64513589731	-0.25569659885	-9.31802917333	-8.16875780018	-2.56893919212	-2.73106175061	-6.71633668803	-8.60217219663
ING1	2	-1.31782024629	2.56768622192	-3.47484359523	15.2295583235	8.09763827513	9.3690707873	-5.35682360223	8.60137838638	-8.98904047426	-14.6312922869	-5.76233211948	1.66137417193	-6.41935520011	-10.5032971863	-8.83920514974
SOX4	1	-1.23174254535	0.693202610432	-4.43285665588	8.5752851653	4.79863320964	4.20224680086	-1.17349942244	7.26441783883	-5.71363815781	-10.9801900601	-3.62663564879	-0.661784067579	-6.44373801819	-6.37107302373	-3.37476620541
SRF	12	-0.478201757348	4.09231212964	3.48994222781	11.3052446947	7.8053120141	7.6361577407	-1.6157028595	8.39804643261	-2.81836594288	-11.3881182366	-7.12762865133	-0.992906599636	-6.17240111494	-9.69278462072	-9.61393181682
MEIS1	11	-2.74320270579	1.88222266732	3.64768625593	7.48057425856	4.78748405174	6.10721540621	-2.97974833515	2.10256933497	-8.66132989389	-11.1438973158	-8.22711087299	-4.20005035804	-9.00523269804	-10.5306196646	-9.6646007173
PKNX1	1	-1.74552497627	1.17361925102	0.897324543483	4.66721678054	3.16942112589	3.45378662676	0.426834435821	3.61429233587	-3.74522937898	-8.37768279745	-6.34854960981	-3.11560096897	-6.25114196584	-6.50472625618	-7.49691379001
SIR6	9	-1.85660376627	3.62762855206	1.38932323452	13.9348302857	8.65499681513	5.93288178616	-2.58626375894	8.78421642578	-7.76350245321	-15.1468304879	-8.69467189172	-0.599753040449	-8.59719075175	-12.6269370511	-12.3011803921
RXRG	1	1.76696672407	2.40252228022	1.41787820511	2.71028900498	2.60843694187	2.87143950713	0.458789517094	2.80676225238	3.00421395856	-0.0175006996535	1.96363382432	3.2824756445	1.44278853406	-0.0973791673945	-0.116815666243
RARA	7	-2.54498275017	2.76697767173	0.861949107267	9.20840342191	4.57924227376	10.0416137517	-6.79344560922	3.63121503522	-11.1871202816	-11.227644974	-6.49280965567	-2.58005004774	-7.53697912635	-10.0275238398	-10.8735862295
ZFP42	1	-1.72238491222	0.875831234418	-4.28289777553	0.314222252059	-0.126147872191	0.317027456382	-1.9844551665	2.24219415838	-3.17514283901	-4.42999218347	-2.29959396569	-1.57794040203	-3.30354129541	-2.99000851677	-3.69294385571
KDM5A	3	1.09375520369	7.81789657123	-0.489943268232	11.1971251769	4.09035907218	13.1153187894	-1.65061543459	3.67594163073	-6.71822472268	-5.6056041118	-0.208918677932	3.85065075604	-3.32706437848	-5.36984343269	-5.06450511846
PRD14	1	-0.554841953773	0.268287158853	1.64654424255	0.230445760215	0.647265854662	-0.415884131442	-0.321526511411	1.62816304159	-0.386391119574	-3.50160653065	-4.09671436198	-0.673699606516	-0.570279559723	-1.80297524931	-0.419416340093
TYY1	6	0.651674135585	4.82584142987	-5.16021083642	13.4041440173	8.22622163203	14.2670794192	-1.63517267103	11.4053450969	-5.42448003516	-13.7610162093	-1.87123053484	3.47903396322	-6.0075910098	-8.41109096027	-4.21343540353
NCOA1	1	-2.93299832921	-1.66088902237	-6.90884054546	4.37389410934	-3.38120898336	-3.00524220023	-7.43660774708	-1.84240274814	-8.35087023101	-5.3519572837	-1.99942846422	-2.03207018154	-2.03484876935	-2.33509073487	0.903586193089
NR1I2	1	-1.12131956439	-1.30238221951	0.481379950988	0.809801481133	0.901704807981	1.87344355478	-2.31145953122	0.766077645113	-1.91574656099	-4.10595296133	-2.79929393698	-0.332828386505	-0.1583143481	-3.72032224263	-3.88458115421
ERCC3	1	0.110552879905	-1.27709105957	-3.19927057032	0.98893923825	-0.428464407724	-3.16409511642	1.33483082908	2.74718144866	-1.24840443098	1.24511229367	2.97709746239	-0.191114397758	-1.99967286333	0.33580904938	3.42688284334
RCOR2	1	-1.54427295482	-0.0294479450141	1.64953703585	-4.11813675686	-2.77542225762	-1.56813157155	-2.3495640209	-2.97730722648	-3.3208777782	-0.857125065948	-2.16002004931	-3.0116343716	-0.119013227137	1.19500667594	-1.17768480856
GFI1B	2	0.431478555596	0.476896880017	-0.275587848692	7.17253170979	4.76891624067	7.10379090429	0.126204734494	8.76156608082	-1.3459987817	-6.27791151562	-1.83289521629	2.36969059817	-7.16689730004	-5.9137975108	-1.92580919677
BMI1	3	-1.45386717775	0.458596611124	2.08511778723	-1.82373879745	1.44053324343	-3.43742613383	0.129639812534	-1.41289535195	1.70252542284	-1.0075843133	-4.91572098901	-4.30804314041	-3.64666801319	-2.98028798649	-2.63818864005
IRF8	12	10.8065194923	3.86649036044	-0.494073200625	12.3320263825	-0.197044629869	3.97446049632	12.2805178173	19.0798301527	15.2908289227	10.3328762923	15.8778241636	18.9507039561	9.30445960087	14.1947749761	16.4975976021
T2AG	1	-2.09321583018	-1.6458183149	-2.174437285	-0.610257823603	-2.50275220531	-1.72702890271	-3.36798809254	1.03288214287	-3.91706393654	-1.39964099036	-1.10199737779	-2.71091288752	-5.61029036518	-1.88076384733	-1.68895173662
MTOR	1	-1.61641059268	-3.33100947491	-6.00834477844	5.03365291799	-1.67007772369	1.54698315145	-5.66064803563	3.23353745546	-7.32405202905	-6.29316989956	-0.922131186767	0.480980351562	-0.468254235463	-1.77474201654	0.527527206067
SRY	1	0.17394024839	2.96572015164	2.64379836254	2.04825547009	1.99847704036	2.84937209785	3.9938569993	4.97471321435	1.32315006057	-4.41300238926	-4.15558319389	-3.13735582951	-3.10038131401	-1.98684719318	-3.56900999939
PKNX2	1	-3.00449078351	-0.970497685565	-3.07983402558	1.17833641943	-0.794935295141	2.0957600864	-1.37733290293	0.402151721652	-2.83640778747	-5.18116370557	-6.2634785111	-6.52090114988	-4.92632548659	-6.97435078498	-6.81389186175
FOXL2	1	-0.72773685579	4.13675714198	1.4564383882	2.06459910128	6.83825905163	7.27198941233	-2.20969446867	5.33172589117	0.670258834899	-5.85103194144	-3.65557527224	-2.66382418427	-8.28745602678	-7.66254369873	-7.62821821042
SRBP2	1	-3.72636028165	-9.35328301019	-4.13549025884	-4.45496437316	-0.143310442202	-1.30131044677	-1.35171788816	0.137003368213	1.68405806185	-4.1798595446	-4.62773492284	-7.39924307987	-6.92469740482	-5.08249292958	-5.03600107218
E2F4	11	-0.0580471905792	1.49274250929	-2.07088859611	10.9207892284	9.11635092297	10.3229422892	-0.197005086776	7.56539714063	-6.15392308065	-12.6583160087	-3.93114150877	2.86591302648	-5.84887848663	-7.75212624923	-4.48451676809
CNOT3	1	-1.46534448069	-1.40846847631	-2.29932866684	-0.449264259656	1.37071681857	0.60204457179	-2.05141412856	1.99804319739	0.724640244834	-4.32161945447	-2.93163442261	-1.83378828691	-2.91712668003	-3.92438636325	-3.07323682362
NPAS2	1	-1.41234583516	-2.33531980037	-2.80643652262	0.590506547	-5.20903978767	-1.5313055138	-6.32710059713	-4.06124028453	-8.14759208277	3.18585637383	2.2135200236	-1.35361883181	2.32902461608	3.62290294421	0.0570012237
RPB1	28	-1.3999228009	5.17357016088	-1.93182049502	14.9923445421	10.7576817386	13.6158407378	-1.49632684473	12.9482463207	-5.75596876132	-17.7058186425	-9.03583866984	-2.55349497326	-10.752970329	-14.8619383369	-12.9924256601
NFYB	1	-0.892702451462	-0.581828063137	0.771376276103	5.61691304705	4.41657196978	4.69928945991	0.174986046326	0.741607561626	-3.78093572233	-5.14225423797	-4.50078161403	-3.16962510742	-3.8606425738	-4.40476268977	-3.47774867282
CCND1	1	-1.30626571691	-0.132131363316	2.99612878972	5.8431541306	3.51859557287	5.90872851843	0.742668692822	5.11241485996	-1.51683041107	-8.58816272875	-6.45086712409	-3.96249064574	-6.41196208156	-8.52222371017	-6.82474253641
SOX17	4	-3.01868155701	1.77595440827	1.84761439866	10.0146819723	5.09779117665	6.4520127301	-6.03278805124	5.26046924277	-8.69360498407	-12.9744218568	-8.94631338309	-4.56084664616	-9.34186432286	-10.3334662924	-11.8267601903
TLE4	1	-1.09862094697	0.402481495322	4.08410021573	0.509636656868	-0.387658130776	3.18404998537	-3.51367181513	-1.30850409718	-2.5762076386	-1.76882272757	-3.21625978398	-3.66164438428	-3.458199617	-1.26002392056	-2.40996949584
CBX7	4	-3.02635316887	-0.634315037775	-3.815134082	-1.91883922466	0.969961936219	-0.773486904935	-4.27465777813	1.31430342701	-2.40768313837	-4.17075727394	-6.41209393006	-5.21412326249	-3.5259325926	-5.1943045578	-6.31188194461
SIR1	3	-2.0719150077	2.01350558939	-2.98329324492	6.13903434706	3.29131909938	3.99532678115	-3.41346340811	1.94091198621	-5.47422962505	-8.65191030772	-4.14814840124	-2.7225785936	-5.67855637258	-6.09797827401	-7.21674968378
PRDM1	3	-0.48902653006	1.38231130063	-0.398255236922	1.43566425278	2.34570880641	0.74567279974	-2.73554764728	3.42162779195	-0.749982141123	-3.45021422701	-1.78573446548	-0.658474292767	-3.4471531311	-2.42298660891	-0.529008621779
GCR	23	-0.116850755921	-0.191025941345	4.44838308168	1.59527218765	0.81594413824	1.37915123717	-5.38915168472	5.19230222149	1.41403871409	-0.504248175773	-0.00396698249561	1.13590206943	-1.88457547867	-2.16947005604	-7.47446591358
DDIT3	1	-1.99603313695	0.315099853076	0.00152665083809	-4.41731883934	-2.73222882356	-4.50539259213	-4.55863627682	-3.35202128794	-3.41006099042	-2.71245499977	-1.29570563544	-1.2015172327	-0.180939201277	-0.0368349700842	0.14202042827
HTF4	1	-2.54842216224	1.53036103847	5.71014206598	-2.56720852211	4.66124305964	-7.30951838681	0.511268327855	1.60626160235	1.58356118153	-7.54193864013	-11.5142845145	-5.10071954441	-5.7787521335	-4.73744724644	-6.73087855922
EP400	3	-3.35677546634	1.51795091373	0.893804069451	6.47162313145	6.3682711668	6.4109831989	-2.48601847733	4.72272180089	-5.30281159111	-12.6590525717	-10.8037322436	-6.95854747055	-9.9263604213	-12.7075031339	-12.5361849005
NOTC1	5	-1.09476911687	0.94593766807	1.35478010089	7.71955532508	4.45018349189	5.31248565219	0.37367305347	7.60181956049	-2.38206288611	-10.9170583849	-6.90221980794	-3.21913401331	-6.1521108634	-7.90730418286	-5.60531234967
GATA1	29	-0.601912992097	-3.77926314561	-0.964108250389	3.15596373466	5.47945323171	2.60982937106	-4.1145429538	8.5630274633	-2.02663639621	-10.5898112673	-1.20481451227	3.73701339859	-1.99875477434	-4.60523062897	-2.6889071598
STAT1	38	12.4181914111	9.19232314202	-2.61430166885	19.572837461	4.02746129548	11.986821822	12.7500489606	22.9266248911	11.8553421807	6.44717575048	19.5079028957	21.6848547956	7.29269016435	13.2316790688	15.9932189966
DPY30	1	-1.61947499092	2.55576440494	-4.04541755842	8.32671845954	4.63461628447	7.76188319132	-4.41170664217	3.08050872503	-6.76776751322	-8.3567084119	-3.72755462359	-1.01928192459	-5.6516660329	-7.90084045988	-7.15119777151
FOXP2	1	-1.46666851675	-3.36436430753	-2.86230051645	-3.58582928146	-2.90369410767	-2.54749010104	-2.17308833523	-3.20818508448	-2.31633230973	1.29603941376	-0.556009796647	-0.696578201615	0.639628295368	1.05404688768	0.69079821049
EP300	67	-0.408832258968	3.59173048522	-1.18155904961	13.398592042	7.52062939535	6.59323454696	-2.63379676769	10.430583892	-5.8706718374	-13.2682333855	-4.25996933419	1.72226579177	-9.17790085545	-7.90976841075	-4.67878813823
CTCFL	1	-1.31413456215	0.961339478049	5.29277925673	2.46983970509	4.8670352086	1.73007372801	2.75555114979	7.07528192234	2.62213077079	-7.61674481943	-9.54634512546	-6.76519406054	-5.76151885825	-7.85505629777	-8.62705592803
NBN	2	1.4514009412	1.1956804995	2.93681361047	3.62104207004	1.53958868516	2.14370408924	-0.859873637946	5.19407851123	2.827723522	-1.68186636907	1.27563854953	3.37792653098	-0.432825047523	-0.0749020770899	-0.743115759715
LHX2	2	-0.278667927174	2.67163627657	-1.72479253549	-1.5923836766	-1.23909144818	3.00094839534	-1.81589776883	-0.366766075929	-0.202743671459	-1.46605673869	0.526794142795	0.932306449308	1.2237725366	-1.12031292287	-2.72876394301
RBTN2	3	-0.273932820294	-2.54624165868	0.876628806617	3.02029893183	2.49910004039	0.215608553987	-2.46266328279	7.55758871021	-0.55745047176	-7.23023729887	-1.74353679065	2.73410510602	-3.22982039242	-3.15107597497	0.182636236982
MBD2	6	-1.8586146782	-0.99603562473	8.84901710785	-2.53966593469	0.285894295958	-0.449216956624	2.69788863646	2.75161510152	2.33879541103	-7.80441354017	-9.97508983798	-6.40504100911	-3.60862833409	-5.00798159319	-6.15774321707
PIT1	1	0.0777017079968	5.24470069015	2.59468228656	7.54180986185	6.43887621881	8.13959905118	2.13315019735	3.57210154251	-2.15742772875	-7.96020646201	-5.39586333985	-0.951555795819	-5.58781063875	-6.73001319249	-5.79421877878
IRF4	32	5.01242659483	7.23818145467	-2.34632564585	15.5745978883	8.59050739093	13.2423045584	3.46352480974	14.345965591	1.06719211242	-6.45093046086	5.82909002435	9.33276920753	-3.02204472247	-0.842109202096	4.15124932163
NFIL3	1	-0.332800705197	3.76798214238	0.955908540679	-1.42006640561	-0.847702486694	0.960026735243	-7.67602932089	-0.502962019358	-3.30905541266	1.7390704739	2.09876253986	-0.917795563044	0.33412032865	1.49790728933	-1.33937671454
MSL1	1	-0.345750159265	-1.79659099523	-1.2113140889	0.502058277105	-0.758321451239	0.959018968555	-2.96059971093	4.43300437824	-0.647863438678	-4.9447719241	0.986704539546	0.224488262027	-0.739419333008	0.234947100106	0.878157186793
GABPA	2	0.84779115259	6.23393919785	-0.903611874674	8.45063206676	6.61735645779	11.0693944334	-1.6824843118	9.20400325459	-2.47715448594	-6.4786388702	-1.03915647045	1.41263292862	-5.49546000688	-6.90520352431	-6.13717265853
ATF4	3	-1.96332574851	-1.32832244954	-3.25826909929	7.58395734676	5.01579688015	6.48146367156	-7.81092730957	6.03072078638	-7.9368651756	-12.1404000562	-3.52069904398	2.40858491804	-5.06982232467	-7.29836076118	-6.64341786194
TIF1B	9	-1.89924406467	-0.412575560868	0.357628914734	6.16642538648	3.31931344454	1.55656140282	-2.70262136756	3.99491410894	-4.18879218518	-8.41282966641	-5.39508004281	-1.78381001641	-5.05843494784	-6.54885842944	-7.48125794644
PO2F2	1	-0.821491896397	3.27199737522	3.60840676625	3.61876281624	-2.19847266473	-0.155963589874	-2.4090626001	0.606850345258	-3.17145913296	0.783667224503	-1.54211400265	-3.31803637373	-3.52589285886	-2.94535135777	-4.12421849634
BRD2	3	1.487414996	2.29993234336	-1.53876828725	6.43557928011	6.02650355822	11.127120072	1.16808364544	8.72914902563	-0.254805527821	-6.69867886201	0.598459987315	3.78953579065	-2.96223657144	-4.75654685119	-3.13951765904
RAD51	2	-0.210113335511	1.78155119836	-0.0677656444122	2.48571608676	-0.0130092209046	0.486397578609	2.86514677268	-1.21866265333	-0.105035676603	-1.28652149851	-2.17355532404	-1.90092590507	-0.900020182929	-1.47882395983	-1.41607826792
TBX5	1	-0.775886428591	2.08898497708	1.06486169766	3.74432764043	3.74807810063	2.66551521705	1.34185486563	5.46141944612	1.24261630797	-6.9637903845	-5.47582717898	-3.07237366365	-4.94216537523	-6.13774304032	-5.62816861017
ZFX	1	-0.863846825112	3.89237023771	-2.01965315243	9.078208538	5.49150594878	10.4165205926	-0.871794741352	4.43064183891	-5.93609381773	-8.12678036761	-4.72504591637	-1.1190045283	-6.64578985182	-7.9018275646	-8.05711276736
KDM5C	2	-0.470745575845	0.950203517577	-2.88199827537	1.47383154692	-1.01356630062	1.49200507631	-4.71631537207	-0.419751546895	-4.83901475078	-1.55973938271	1.68585284281	2.46187863062	1.04177966154	-0.769867653573	0.504263944419
TFE3	3	-2.2000009371	1.36773297592	4.92517377882	5.50948549498	1.84562428937	1.48253388204	-4.43882496715	1.82238003089	-3.97807505903	-7.67226565969	-6.08554205793	-3.58486647756	-6.14747212663	-6.8645052902	-8.9813919332
TF7L2	3	-0.642852399622	6.04938966126	-0.802011346436	8.71424532462	6.62074650878	9.88506903889	-6.96945135907	5.89804733434	-7.90760879561	-10.1180929306	-3.06319764819	-0.377394744352	-3.47069675385	-6.58380825458	-6.87516962993
GFI1	2	1.41677957916	2.28891232623	-2.13316166546	5.48896367699	3.90874150276	2.7107857404	0.661942420781	5.84983308476	-1.01022292993	-3.55469984333	2.8836782983	4.67340654728	-1.38734917128	-1.35682510465	0.810909225429
VDR	7	-0.224951008679	3.96326375161	0.0714316526766	7.47745818483	3.04921244627	6.28350305068	3.77399132538	4.68329833788	-1.36040706659	-5.64694301068	-4.43236596618	-0.671627759022	-6.8601432997	-6.25481382658	-7.22517194207
FOXK1	1	-0.745157531721	1.26084629503	-1.94187432049	8.6129426877	2.43202075372	6.90635032393	-2.44925807988	5.79079000809	-6.91146548459	-6.24081026881	-1.70168790097	-0.210051341977	-3.21551628439	-5.29800200966	-7.46648982181
CBX8	3	-0.845118712132	4.810068652	-2.59811405802	6.60970319867	5.19470891194	8.2592313959	-2.87491409569	3.27709147004	-6.67527237687	-6.11220587186	-2.11882632415	-0.388007376596	-6.88906010113	-5.7718670436	-6.55419835047
NUCKS	1	-1.30655496924	-2.9763696852	-1.44225316918	2.65357605205	1.62698234261	-3.31765855677	-5.29123220363	4.90851476068	-0.0463718670078	-2.5004300328	-2.51244082006	-0.588759954309	-3.83780833617	-1.9564579633	-3.01106013627
CDK9	8	-2.80075686887	2.10002402716	-0.43781247072	13.5226593965	8.12483174348	7.58754761426	-4.92990839231	7.78494705696	-8.35259403682	-15.4217433742	-9.10557107798	-2.92436377289	-9.64928097986	-13.515998597	-13.9933333008
HXB4	5	1.66992499825	2.24611880918	1.45238231535	14.5746070713	9.31474918601	14.4313499363	0.962925767858	10.5360859911	-4.95868210982	-10.4010632628	-1.38437041132	5.29466995631	-6.48578108293	-7.21733716499	-4.98670502611
ASH2L	3	1.43328889137	6.06449018975	-2.13853670527	12.4582204734	7.03645888083	11.0394527926	0.183533609729	8.49902564267	-4.68532707597	-8.8411271326	-0.170783056616	3.74639092057	-5.35163645257	-5.69390707623	-2.08021053112
FLI1	9	0.971722739714	5.49277829382	-1.46272938924	14.6370423065	10.7831327123	13.7940070449	0.0951927227982	12.012016747	-5.75857057824	-13.8490704345	-3.42612282049	3.65209442371	-8.73399273868	-9.4354253417	-4.19623459218
SIN3B	5	-2.42709706543	6.17856221628	2.464786909	4.84253801283	6.34863094581	7.13517553979	-7.15427868348	1.50753944788	-10.9287214942	-11.4372030824	-7.26359523954	-0.480292156733	-7.47401828458	-9.66591153996	-8.05257150683
RUNX3	6	2.21730503295	3.55292785658	-1.13472302135	13.6222882796	8.64436622699	12.2357274128	2.03684299357	11.1277370857	-4.77533951183	-10.2684374593	1.26347220142	5.28785699416	-7.06269692457	-5.53429858545	2.04654691294
ARI3A	2	-0.821176595275	2.28968125745	0.82496907503	8.21448761	4.31990768518	5.98104956138	0.135389377213	5.7290873876	-3.34317809772	-8.29597164865	-5.88540155279	-2.26216028067	-4.25473041681	-7.42361194937	-7.52599034169
HDAC6	2	-2.94287309837	-1.73741803939	3.06432156044	-2.09833034983	-1.09117057081	-0.641626131752	-3.95752826194	-2.5872756908	-3.17349327863	-2.07908677494	-5.40554988744	-5.51788016218	-6.66340660735	-4.62184328625	-4.68993589637
TAF1	3	-0.713565293018	1.66649872052	-5.24527952164	4.97736217197	-2.29168699853	1.50864327836	-3.22685359554	-0.213205564663	-6.6087975093	-1.09108678072	2.56184187838	0.526216693477	-2.33966283453	0.202434106044	-0.416338146081
KDM4C	5	-3.37177609881	2.42511004691	-3.4112603965	9.46214675726	7.48972864308	9.27522070977	-3.93538700603	5.38146591403	-7.7244649237	-14.4013283987	-10.2533678191	-5.38491127452	-10.2978480431	-13.8297905587	-12.000179034
KMT2A	5	0.0941704765985	0.664430330402	-6.89803299308	8.28610929048	4.52316650455	1.49316620364	-3.85110493477	2.61226248734	-5.66162192235	-5.80549213504	0.749025222825	6.92127615681	0.260832540866	-1.93974461619	-0.0358854630958
KANL3	2	-1.52343444421	4.33800110893	-5.15729544086	11.4192211762	5.46316401376	11.586806354	-4.2214456477	5.30487453488	-9.24892417601	-10.744367854	-4.41517373061	-0.704348361972	-7.14377902353	-10.43810633	-7.36670884201
HIF1A	2	1.10809340697	3.94315662101	-2.32172893994	5.82418858579	4.71355667448	6.8343518967	-3.06863858131	5.96784275168	-2.61538024708	-4.81500302455	1.21973923965	3.69418187436	-4.5383679708	-1.81210170866	2.48751052625
NELFA	4	-0.593213455458	1.66605097215	-0.973958213533	5.3359065166	3.02953959898	5.08225663034	3.01091742306	2.15563083171	-2.56697697341	-5.17325959111	-2.93757056426	-2.75379934301	-4.90451154956	-4.8443493852	-4.43086472915
THA11	1	0.272776393179	4.67407343119	-0.68776315233	6.28526442646	2.80817039968	6.05548252386	-2.45206443144	4.32941444161	-4.24333426203	-3.749660262	-1.77346705853	-0.791187853758	-2.61371842274	-3.59997948631	-0.42236078916
YAP1	2	-1.52020926901	-1.97509293041	-1.38210010634	1.13896197621	3.35833063675	0.128306775942	-2.67594873271	1.19355002571	-0.78453587333	-5.76686188277	-4.38044943046	0.433678742148	-3.40135181559	-4.35979425392	-2.80962289734
DMAP1	2	-0.498564951367	3.42247922906	-3.55700926572	9.76853773237	6.49555149141	9.80001578502	-4.77116356196	4.16988843098	-8.20614638764	-7.71378129579	-1.57505476492	3.589453261	-4.81386875176	-6.53132316906	-7.05748805212
MYC	45	-0.838536928611	6.36235623772	-4.17665737458	14.4688986508	8.8357584312	12.8548241871	-5.03653837814	8.5584043447	-8.88668254611	-13.5721791991	-4.94898128812	0.901273207627	-7.80490522176	-10.3831778846	-8.91191016732
